PLOTID,POINTX,POINTY,LANDCOVER
635,2505287,5720169,High Producing Exotic Grassland
636,2506201,5720186,High Producing Exotic Grassland
637,2507115,5720202,High Producing Exotic Grassland
638,2508026,5720217,High Producing Exotic Grassland
639,2508944,5720235,High Producing Exotic Grassland
640,2509858,5720252,High Producing Exotic Grassland
641,2510772,5720268,High Producing Exotic Grassland
642,2511686,5720285,High Producing Exotic Grassland
643,2512600,5720301,High Producing Exotic Grassland
644,2513514,5720318,High Producing Exotic Grassland
645,2514428,5720334,High Producing Exotic Grassland
646,2515343,5720351,High Producing Exotic Grassland
647,2516257,5720368,High Producing Exotic Grassland
648,2517171,5720384,High Producing Exotic Grassland
649,2518085,5720401,Low Producing Grassland
650,2518999,5720417,High Producing Exotic Grassland
651,2478792,5718777,High Producing Exotic Grassland
652,2479707,5718794,High Producing Exotic Grassland
653,2480621,5718810,High Producing Exotic Grassland
654,2481535,5718827,Manuka and or Kanuka
655,2482449,5718843,High Producing Exotic Grassland
656,2483363,5718860,High Producing Exotic Grassland
657,2484278,5718876,High Producing Exotic Grassland
658,2485192,5718893,High Producing Exotic Grassland
659,2486106,5718909,High Producing Exotic Grassland
660,2487020,5718926,High Producing Exotic Grassland
661,2487934,5718942,High Producing Exotic Grassland
662,2488848,5718959,Low Producing Grassland
663,2489763,5718975,Low Producing Grassland
664,2490677,5718991,Broadleaved Indigenous Hardwoods
665,2491591,5719008,"Afforestation (imaged, post LCDB 1)"
666,2492505,5719024,High Producing Exotic Grassland
667,2493419,5719041,High Producing Exotic Grassland
668,2494333,5719057,High Producing Exotic Grassland
669,2495248,5719074,High Producing Exotic Grassland
670,2496162,5719090,Other Exotic Forest
671,2497076,5719107,Broadleaved Indigenous Hardwoods
672,2497990,5719123,High Producing Exotic Grassland
673,2498904,5719140,High Producing Exotic Grassland
674,2499818,5719156,High Producing Exotic Grassland
675,2500733,5719173,High Producing Exotic Grassland
676,2501643,5719188,High Producing Exotic Grassland
677,2502561,5719206,High Producing Exotic Grassland
678,2503475,5719222,High Producing Exotic Grassland
679,2504389,5719239,Manuka and or Kanuka
680,2505303,5719255,High Producing Exotic Grassland
681,2506218,5719272,High Producing Exotic Grassland
682,2507132,5719288,High Producing Exotic Grassland
683,2508046,5719305,High Producing Exotic Grassland
684,2508960,5719321,High Producing Exotic Grassland
685,2509874,5719338,High Producing Exotic Grassland
686,2510788,5719354,High Producing Exotic Grassland
687,2511703,5719371,High Producing Exotic Grassland
688,2512617,5719387,High Producing Exotic Grassland
689,2513531,5719404,Broadleaved Indigenous Hardwoods
690,2514445,5719420,High Producing Exotic Grassland
691,2515359,5719437,High Producing Exotic Grassland
692,2516273,5719453,High Producing Exotic Grassland
693,2517187,5719470,High Producing Exotic Grassland
694,2478809,5717863,High Producing Exotic Grassland
695,2479723,5717880,High Producing Exotic Grassland
696,2480637,5717896,High Producing Exotic Grassland
697,2481551,5717913,High Producing Exotic Grassland
698,2482466,5717929,High Producing Exotic Grassland
699,2483380,5717945,High Producing Exotic Grassland
700,2484294,5717962,High Producing Exotic Grassland
701,2485208,5717978,High Producing Exotic Grassland
702,2486122,5717995,Broadleaved Indigenous Hardwoods
703,2487037,5718011,High Producing Exotic Grassland
704,2487951,5718028,Broadleaved Indigenous Hardwoods
705,2488865,5718044,Low Producing Grassland
706,2489779,5718061,Broadleaved Indigenous Hardwoods
707,2490693,5718077,High Producing Exotic Grassland
708,2491607,5718094,Broadleaved Indigenous Hardwoods
709,2492522,5718110,Broadleaved Indigenous Hardwoods
710,2493436,5718127,High Producing Exotic Grassland
711,2494350,5718143,High Producing Exotic Grassland
712,2495264,5718160,High Producing Exotic Grassland
713,2496178,5718176,High Producing Exotic Grassland
714,2497092,5718193,High Producing Exotic Grassland
715,2498007,5718209,High Producing Exotic Grassland
716,2498921,5718226,High Producing Exotic Grassland
717,2499835,5718242,Broadleaved Indigenous Hardwoods
718,2500749,5718259,High Producing Exotic Grassland
719,2501663,5718275,High Producing Exotic Grassland
720,2502577,5718292,High Producing Exotic Grassland
721,2503492,5718308,High Producing Exotic Grassland
722,2504406,5718325,High Producing Exotic Grassland
723,2505320,5718341,Manuka and or Kanuka
724,2506234,5718358,High Producing Exotic Grassland
725,2507148,5718374,High Producing Exotic Grassland
726,2508062,5718391,High Producing Exotic Grassland
727,2508977,5718407,High Producing Exotic Grassland
728,2509891,5718424,High Producing Exotic Grassland
729,2510805,5718440,High Producing Exotic Grassland
730,2511719,5718457,High Producing Exotic Grassland
731,2512633,5718473,High Producing Exotic Grassland
732,2513547,5718490,High Producing Exotic Grassland
733,2514461,5718506,High Producing Exotic Grassland
734,2515376,5718523,Pine Forest - Closed Canopy
735,2516290,5718539,High Producing Exotic Grassland
736,2517204,5718556,High Producing Exotic Grassland
737,2519032,5718589,High Producing Exotic Grassland
738,2519946,5718605,High Producing Exotic Grassland
739,2479740,5716965,High Producing Exotic Grassland
740,2480654,5716982,High Producing Exotic Grassland
741,2481568,5716998,High Producing Exotic Grassland
742,2482482,5717015,High Producing Exotic Grassland
743,2483396,5717031,High Producing Exotic Grassland
744,2484310,5717048,High Producing Exotic Grassland
745,2485225,5717064,High Producing Exotic Grassland
746,2486139,5717081,High Producing Exotic Grassland
747,2487053,5717097,High Producing Exotic Grassland
748,2487967,5717114,Low Producing Grassland
749,2488881,5717130,High Producing Exotic Grassland
750,2489796,5717147,High Producing Exotic Grassland
751,2490710,5717163,Low Producing Grassland
752,2491624,5717180,High Producing Exotic Grassland
753,2492538,5717196,High Producing Exotic Grassland
754,2493452,5717213,High Producing Exotic Grassland
755,2494366,5717229,High Producing Exotic Grassland
756,2495281,5717246,High Producing Exotic Grassland
757,2496195,5717262,High Producing Exotic Grassland
758,2497109,5717279,High Producing Exotic Grassland
759,2498023,5717295,High Producing Exotic Grassland
760,2498937,5717311,High Producing Exotic Grassland
761,2499851,5717328,High Producing Exotic Grassland
762,2500766,5717344,High Producing Exotic Grassland
763,2501680,5717361,High Producing Exotic Grassland
764,2502594,5717377,Other Exotic Forest
765,2503508,5717394,High Producing Exotic Grassland
766,2504422,5717410,Urban Parkland/ Open Space
767,2505336,5717427,High Producing Exotic Grassland
768,2506251,5717443,High Producing Exotic Grassland
769,2507165,5717460,High Producing Exotic Grassland
770,2508079,5717476,Other Exotic Forest
771,2508993,5717493,High Producing Exotic Grassland
772,2509907,5717509,High Producing Exotic Grassland
773,2510821,5717526,Manuka and or Kanuka
774,2511736,5717542,Indigenous Forest
775,2512650,5717559,High Producing Exotic Grassland
776,2513564,5717576,High Producing Exotic Grassland
777,2514478,5717592,Broadleaved Indigenous Hardwoods
778,2515392,5717609,Broadleaved Indigenous Hardwoods
779,2516306,5717625,High Producing Exotic Grassland
780,2517220,5717642,High Producing Exotic Grassland
781,2518135,5717658,Low Producing Grassland
782,2519049,5717675,Gorse and Broom
783,2519963,5717691,High Producing Exotic Grassland
784,2480670,5716068,High Producing Exotic Grassland
785,2481584,5716084,High Producing Exotic Grassland
786,2482499,5716101,High Producing Exotic Grassland
787,2483413,5716117,High Producing Exotic Grassland
788,2484327,5716134,High Producing Exotic Grassland
789,2485241,5716150,Gorse and Broom
790,2486155,5716167,High Producing Exotic Grassland
791,2487069,5716183,Broadleaved Indigenous Hardwoods
792,2487984,5716200,High Producing Exotic Grassland
793,2488898,5716216,High Producing Exotic Grassland
794,2489812,5716232,Low Producing Grassland
795,2490726,5716249,High Producing Exotic Grassland
796,2491640,5716265,High Producing Exotic Grassland
797,2492555,5716282,Broadleaved Indigenous Hardwoods
798,2493469,5716298,High Producing Exotic Grassland
799,2494383,5716315,High Producing Exotic Grassland
800,2495297,5716331,High Producing Exotic Grassland
801,2496211,5716348,High Producing Exotic Grassland
802,2497125,5716364,High Producing Exotic Grassland
803,2498036,5716379,High Producing Exotic Grassland
804,2498954,5716397,High Producing Exotic Grassland
805,2499868,5716414,High Producing Exotic Grassland
806,2500782,5716430,High Producing Exotic Grassland
807,2501696,5716447,High Producing Exotic Grassland
808,2502610,5716463,High Producing Exotic Grassland
810,2505353,5716513,Built-up Area
811,2506267,5716529,High Producing Exotic Grassland
812,2507181,5716546,High Producing Exotic Grassland
813,2508095,5716562,High Producing Exotic Grassland
814,2509010,5716579,High Producing Exotic Grassland
815,2509924,5716595,High Producing Exotic Grassland
816,2510838,5716612,High Producing Exotic Grassland
817,2511752,5716628,Gorse and Broom
818,2512666,5716645,High Producing Exotic Grassland
819,2513580,5716661,High Producing Exotic Grassland
820,2514495,5716678,High Producing Exotic Grassland
821,2515409,5716694,High Producing Exotic Grassland
822,2516323,5716711,High Producing Exotic Grassland
823,2517237,5716727,Low Producing Grassland
824,2518151,5716744,High Producing Exotic Grassland
825,2519065,5716760,High Producing Exotic Grassland
826,2519979,5716777,High Producing Exotic Grassland
827,2481601,5715170,High Producing Exotic Grassland
828,2482515,5715186,High Producing Exotic Grassland
829,2483429,5715203,High Producing Exotic Grassland
830,2484343,5715219,High Producing Exotic Grassland
831,2485258,5715236,High Producing Exotic Grassland
832,2486172,5715252,High Producing Exotic Grassland
833,2487086,5715269,High Producing Exotic Grassland
834,2488000,5715285,High Producing Exotic Grassland
835,2488914,5715302,Broadleaved Indigenous Hardwoods
836,2489828,5715318,Broadleaved Indigenous Hardwoods
837,2490743,5715335,High Producing Exotic Grassland
838,2491657,5715351,Manuka and or Kanuka
839,2492571,5715368,High Producing Exotic Grassland
840,2493485,5715384,High Producing Exotic Grassland
841,2494399,5715401,High Producing Exotic Grassland
842,2495314,5715417,High Producing Exotic Grassland
843,2496228,5715434,High Producing Exotic Grassland
844,2497142,5715450,High Producing Exotic Grassland
845,2498056,5715467,High Producing Exotic Grassland
846,2498970,5715483,High Producing Exotic Grassland
847,2499884,5715500,High Producing Exotic Grassland
848,2500799,5715516,High Producing Exotic Grassland
849,2501713,5715533,High Producing Exotic Grassland
850,2502627,5715549,Manuka and or Kanuka
851,2507198,5715632,High Producing Exotic Grassland
852,2508112,5715648,High Producing Exotic Grassland
853,2509026,5715665,High Producing Exotic Grassland
854,2509940,5715681,High Producing Exotic Grassland
855,2510854,5715698,High Producing Exotic Grassland
856,2511769,5715714,High Producing Exotic Grassland
857,2512683,5715731,High Producing Exotic Grassland
858,2513597,5715747,High Producing Exotic Grassland
859,2514511,5715764,Broadleaved Indigenous Hardwoods
860,2515425,5715780,Manuka and or Kanuka
861,2516339,5715797,High Producing Exotic Grassland
862,2517254,5715813,High Producing Exotic Grassland
863,2518168,5715830,High Producing Exotic Grassland
864,2519082,5715846,High Producing Exotic Grassland
865,2519996,5715863,High Producing Exotic Grassland
866,2482532,5714272,High Producing Exotic Grassland
867,2483446,5714289,High Producing Exotic Grassland
868,2484360,5714305,High Producing Exotic Grassland
869,2485274,5714322,High Producing Exotic Grassland
870,2486188,5714338,High Producing Exotic Grassland
871,2487102,5714355,High Producing Exotic Grassland
872,2488017,5714371,Broadleaved Indigenous Hardwoods
873,2488931,5714388,High Producing Exotic Grassland
874,2489845,5714404,Broadleaved Indigenous Hardwoods
875,2490759,5714421,High Producing Exotic Grassland
876,2491673,5714437,High Producing Exotic Grassland
877,2492587,5714454,High Producing Exotic Grassland
878,2493502,5714470,High Producing Exotic Grassland
879,2494416,5714487,High Producing Exotic Grassland
880,2495330,5714503,High Producing Exotic Grassland
881,2496244,5714519,High Producing Exotic Grassland
882,2497158,5714536,High Producing Exotic Grassland
883,2498073,5714552,High Producing Exotic Grassland
884,2498987,5714569,Broadleaved Indigenous Hardwoods
885,2499901,5714585,High Producing Exotic Grassland
886,2500815,5714602,High Producing Exotic Grassland
887,2501729,5714618,High Producing Exotic Grassland
888,2502643,5714635,Broadleaved Indigenous Hardwoods
889,2507214,5714717,High Producing Exotic Grassland
890,2508128,5714734,High Producing Exotic Grassland
891,2509043,5714750,Other Exotic Forest
892,2509957,5714767,High Producing Exotic Grassland
893,2510871,5714783,Pine Forest - Closed Canopy
894,2511785,5714800,High Producing Exotic Grassland
895,2512699,5714817,High Producing Exotic Grassland
896,2513613,5714833,High Producing Exotic Grassland
897,2514528,5714850,High Producing Exotic Grassland
898,2515442,5714866,High Producing Exotic Grassland
899,2516356,5714883,High Producing Exotic Grassland
900,2517270,5714899,Gorse and Broom
901,2518184,5714916,Other Exotic Forest
902,2519098,5714932,High Producing Exotic Grassland
903,2520012,5714949,High Producing Exotic Grassland
904,2483462,5713375,High Producing Exotic Grassland
905,2484376,5713391,High Producing Exotic Grassland
906,2485291,5713408,Short-rotation Cropland
907,2486205,5713424,Broadleaved Indigenous Hardwoods
908,2487119,5713440,High Producing Exotic Grassland
909,2488033,5713457,High Producing Exotic Grassland
910,2488947,5713473,High Producing Exotic Grassland
911,2489861,5713490,Low Producing Grassland
912,2490776,5713506,High Producing Exotic Grassland
913,2491690,5713523,High Producing Exotic Grassland
914,2492604,5713539,High Producing Exotic Grassland
915,2493518,5713556,High Producing Exotic Grassland
916,2494432,5713572,High Producing Exotic Grassland
917,2495347,5713589,High Producing Exotic Grassland
918,2496261,5713605,Broadleaved Indigenous Hardwoods
919,2497175,5713622,Broadleaved Indigenous Hardwoods
920,2498085,5713637,High Producing Exotic Grassland
921,2499003,5713655,High Producing Exotic Grassland
922,2499917,5713671,High Producing Exotic Grassland
923,2500832,5713688,Other Exotic Forest
924,2501746,5713704,High Producing Exotic Grassland
925,2502660,5713721,High Producing Exotic Grassland
926,2503574,5713737,Gorse and Broom
928,2508145,5713820,High Producing Exotic Grassland
929,2509059,5713836,High Producing Exotic Grassland
930,2509973,5713853,Broadleaved Indigenous Hardwoods
931,2510887,5713869,High Producing Exotic Grassland
932,2511802,5713886,High Producing Exotic Grassland
933,2512716,5713902,High Producing Exotic Grassland
934,2513630,5713919,Manuka and or Kanuka
935,2514544,5713935,High Producing Exotic Grassland
936,2515458,5713952,Gorse and Broom
937,2516372,5713968,High Producing Exotic Grassland
938,2517287,5713985,High Producing Exotic Grassland
939,2518201,5714001,High Producing Exotic Grassland
940,2485307,5712493,High Producing Exotic Grassland
941,2486221,5712510,High Producing Exotic Grassland
942,2487135,5712526,High Producing Exotic Grassland
943,2488050,5712543,High Producing Exotic Grassland
944,2488964,5712559,High Producing Exotic Grassland
945,2489878,5712576,High Producing Exotic Grassland
946,2492620,5712625,High Producing Exotic Grassland
947,2493535,5712642,Pine Forest - Closed Canopy
948,2494449,5712658,Pine Forest - Closed Canopy
949,2495363,5712675,High Producing Exotic Grassland
950,2496277,5712691,High Producing Exotic Grassland
951,2497191,5712708,High Producing Exotic Grassland
952,2498106,5712724,High Producing Exotic Grassland
953,2499020,5712741,High Producing Exotic Grassland
954,2499934,5712757,High Producing Exotic Grassland
955,2500848,5712774,High Producing Exotic Grassland
956,2501762,5712790,High Producing Exotic Grassland
957,2502676,5712807,Manuka and or Kanuka
958,2503591,5712823,High Producing Exotic Grassland
959,2506333,5712873,High Producing Exotic Grassland
960,2507247,5712889,High Producing Exotic Grassland
961,2508161,5712906,Vineyard
962,2509076,5712922,Vineyard
963,2509990,5712939,Other Exotic Forest
964,2510904,5712955,Gorse and Broom
965,2511818,5712972,High Producing Exotic Grassland
966,2512732,5712988,Gorse and Broom
967,2513646,5713005,Broadleaved Indigenous Hardwoods
968,2514561,5713021,High Producing Exotic Grassland
969,2515475,5713038,High Producing Exotic Grassland
970,2516389,5713054,High Producing Exotic Grassland
971,2517303,5713071,High Producing Exotic Grassland
972,2518217,5713087,High Producing Exotic Grassland
973,2485323,5711579,High Producing Exotic Grassland
974,2486238,5711596,High Producing Exotic Grassland
975,2487152,5711612,High Producing Exotic Grassland
976,2488066,5711629,High Producing Exotic Grassland
977,2490809,5711678,Low Producing Grassland
978,2491723,5711695,Manuka and or Kanuka
979,2492637,5711711,High Producing Exotic Grassland
980,2493551,5711727,Pine Forest - Open Canopy
981,2494465,5711744,Broadleaved Indigenous Hardwoods
982,2495379,5711760,Gorse and Broom
983,2496294,5711777,Manuka and or Kanuka
984,2497208,5711793,Other Exotic Forest
985,2498122,5711810,Low Producing Grassland
986,2499036,5711826,Manuka and or Kanuka
987,2499950,5711843,Broadleaved Indigenous Hardwoods
988,2500865,5711859,High Producing Exotic Grassland
989,2501779,5711876,Broadleaved Indigenous Hardwoods
990,2502693,5711892,High Producing Exotic Grassland
991,2506350,5711958,Broadleaved Indigenous Hardwoods
992,2508178,5711991,High Producing Exotic Grassland
993,2509092,5712008,Manuka and or Kanuka
994,2510006,5712024,High Producing Exotic Grassland
995,2510920,5712041,Gorse and Broom
996,2511835,5712058,Other Exotic Forest
997,2512749,5712074,Pine Forest - Open Canopy
998,2513663,5712091,Broadleaved Indigenous Hardwoods
999,2514577,5712107,Gorse and Broom
1000,2515491,5712124,High Producing Exotic Grassland
1001,2516405,5712140,High Producing Exotic Grassland
1002,2517320,5712157,High Producing Exotic Grassland
1003,2518234,5712173,High Producing Exotic Grassland
1005,2485340,5710665,High Producing Exotic Grassland
1006,2486254,5710681,High Producing Exotic Grassland
1007,2487168,5710698,High Producing Exotic Grassland
1008,2488083,5710714,River and Lakeshore Gravel and Rock
1009,2489911,5710747,High Producing Exotic Grassland
1010,2490825,5710764,Indigenous Forest
1011,2491739,5710780,Broadleaved Indigenous Hardwoods
1012,2492653,5710797,High Producing Exotic Grassland
1013,2493568,5710813,High Producing Exotic Grassland
1014,2494482,5710830,Low Producing Grassland
1015,2495396,5710846,High Producing Exotic Grassland
1016,2496310,5710863,High Producing Exotic Grassland
1017,2497224,5710879,Low Producing Grassland
1018,2498139,5710896,Low Producing Grassland
1019,2499053,5710912,Low Producing Grassland
1020,2499967,5710929,High Producing Exotic Grassland
1021,2500881,5710945,High Producing Exotic Grassland
1022,2501795,5710962,High Producing Exotic Grassland
1023,2502709,5710978,High Producing Exotic Grassland
1024,2507280,5711061,Built-up Area
1025,2508194,5711077,Broadleaved Indigenous Hardwoods
1026,2509109,5711094,High Producing Exotic Grassland
1027,2510023,5711110,High Producing Exotic Grassland
1028,2510937,5711127,Gorse and Broom
1029,2511851,5711143,Gorse and Broom
1030,2512765,5711160,High Producing Exotic Grassland
1031,2513679,5711176,High Producing Exotic Grassland
1032,2514594,5711193,High Producing Exotic Grassland
1033,2515508,5711209,High Producing Exotic Grassland
1034,2516422,5711226,High Producing Exotic Grassland
1035,2517336,5711242,High Producing Exotic Grassland
1036,2486271,5709767,High Producing Exotic Grassland
1037,2487185,5709784,High Producing Exotic Grassland
1038,2488099,5709800,High Producing Exotic Grassland
1039,2489013,5709817,High Producing Exotic Grassland
1040,2489927,5709833,High Producing Exotic Grassland
1041,2490842,5709850,High Producing Exotic Grassland
1042,2491756,5709866,High Producing Exotic Grassland
1043,2492670,5709883,High Producing Exotic Grassland
1044,2493584,5709899,High Producing Exotic Grassland
1045,2494498,5709916,Low Producing Grassland
1046,2495412,5709932,Gorse and Broom
1047,2496327,5709949,Manuka and or Kanuka
1048,2497241,5709965,Low Producing Grassland
1049,2498155,5709982,High Producing Exotic Grassland
1050,2499069,5709998,Low Producing Grassland
1051,2499983,5710015,High Producing Exotic Grassland
1052,2500898,5710031,High Producing Exotic Grassland
1053,2501812,5710048,Short-rotation Cropland
1054,2506383,5710130,High Producing Exotic Grassland
1055,2507297,5710147,High Producing Exotic Grassland
1056,2508211,5710163,High Producing Exotic Grassland
1057,2509125,5710180,Manuka and or Kanuka
1058,2510039,5710196,High Producing Exotic Grassland
1059,2510953,5710213,High Producing Exotic Grassland
1060,2511868,5710229,Manuka and or Kanuka
1061,2512782,5710246,High Producing Exotic Grassland
1062,2513696,5710262,Broadleaved Indigenous Hardwoods
1063,2514610,5710279,High Producing Exotic Grassland
1064,2515524,5710295,High Producing Exotic Grassland
1065,2516438,5710312,High Producing Exotic Grassland
1066,2517353,5710328,High Producing Exotic Grassland
1067,2518267,5710345,High Producing Exotic Grassland
1069,2488115,5708886,High Producing Exotic Grassland
1070,2489030,5708903,High Producing Exotic Grassland
1071,2489944,5708919,Grey Scrub
1072,2490858,5708935,High Producing Exotic Grassland
1073,2491772,5708952,High Producing Exotic Grassland
1074,2492686,5708968,Low Producing Grassland
1075,2493601,5708985,Low Producing Grassland
1076,2494515,5709001,Low Producing Grassland
1077,2495429,5709018,Low Producing Grassland
1078,2496343,5709034,Other Exotic Forest
1079,2497257,5709051,Broadleaved Indigenous Hardwoods
1080,2498171,5709067,High Producing Exotic Grassland
1081,2499086,5709084,Broadleaved Indigenous Hardwoods
1082,2500000,5709100,High Producing Exotic Grassland
1083,2500914,5709117,Broadleaved Indigenous Hardwoods
1084,2501828,5709133,High Producing Exotic Grassland
1085,2506399,5709216,High Producing Exotic Grassland
1086,2507313,5709232,High Producing Exotic Grassland
1087,2508227,5709249,High Producing Exotic Grassland
1088,2509142,5709265,High Producing Exotic Grassland
1089,2510056,5709282,High Producing Exotic Grassland
1090,2510970,5709298,Indigenous Forest
1091,2511884,5709315,Gorse and Broom
1092,2512798,5709332,Broadleaved Indigenous Hardwoods
1093,2513712,5709348,Gorse and Broom
1094,2514627,5709365,Gorse and Broom
1095,2515541,5709381,Gorse and Broom
1096,2516455,5709398,High Producing Exotic Grassland
1097,2517369,5709414,High Producing Exotic Grassland
1100,2489960,5708005,High Producing Exotic Grassland
1101,2490875,5708021,High Producing Exotic Grassland
1102,2491789,5708038,High Producing Exotic Grassland
1103,2492703,5708054,Manuka and or Kanuka
1104,2493617,5708071,Low Producing Grassland
1105,2494531,5708087,Low Producing Grassland
1106,2495445,5708104,High Producing Exotic Grassland
1107,2496360,5708120,Manuka and or Kanuka
1108,2497274,5708137,Low Producing Grassland
1109,2498188,5708153,Gorse and Broom
1110,2499102,5708170,Low Producing Grassland
1111,2500016,5708186,High Producing Exotic Grassland
1112,2500931,5708203,Broadleaved Indigenous Hardwoods
1113,2501845,5708219,Manuka and or Kanuka
1114,2506416,5708302,Gorse and Broom
1115,2507330,5708318,High Producing Exotic Grassland
1116,2508244,5708335,High Producing Exotic Grassland
1117,2509158,5708351,Low Producing Grassland
1118,2510072,5708368,High Producing Exotic Grassland
1119,2510986,5708384,Gorse and Broom
1120,2511901,5708401,Gorse and Broom
1121,2512815,5708417,Gorse and Broom
1122,2513729,5708434,Manuka and or Kanuka
1123,2514643,5708450,Other Exotic Forest
1124,2515557,5708467,High Producing Exotic Grassland
1125,2516472,5708483,Manuka and or Kanuka
1126,2517386,5708500,High Producing Exotic Grassland
1127,2489977,5707091,High Producing Exotic Grassland
1128,2490891,5707107,Low Producing Grassland
1129,2491805,5707124,High Producing Exotic Grassland
1130,2492719,5707140,High Producing Exotic Grassland
1131,2493634,5707157,Manuka and or Kanuka
1132,2494548,5707173,High Producing Exotic Grassland
1133,2495462,5707190,High Producing Exotic Grassland
1134,2496376,5707206,High Producing Exotic Grassland
1135,2497290,5707223,Low Producing Grassland
1136,2498204,5707239,Gorse and Broom
1137,2499119,5707256,Low Producing Grassland
1138,2500033,5707272,Low Producing Grassland
1139,2500947,5707289,Broadleaved Indigenous Hardwoods
1140,2501861,5707305,Gorse and Broom
1141,2502775,5707322,High Producing Exotic Grassland
1142,2505518,5707371,High Producing Exotic Grassland
1143,2506432,5707388,Manuka and or Kanuka
1144,2507346,5707404,Broadleaved Indigenous Hardwoods
1145,2508260,5707421,Low Producing Grassland
1146,2509175,5707437,Broadleaved Indigenous Hardwoods
1147,2510089,5707454,Broadleaved Indigenous Hardwoods
1148,2511003,5707470,High Producing Exotic Grassland
1149,2511917,5707487,High Producing Exotic Grassland
1150,2512831,5707503,Low Producing Grassland
1151,2513746,5707520,Broadleaved Indigenous Hardwoods
1152,2515574,5707553,Gorse and Broom
1153,2516488,5707569,High Producing Exotic Grassland
1154,2489993,5706176,High Producing Exotic Grassland
1155,2490907,5706193,High Producing Exotic Grassland
1156,2491822,5706209,Low Producing Grassland
1157,2492736,5706226,Low Producing Grassland
1158,2493650,5706242,High Producing Exotic Grassland
1159,2494564,5706259,Broadleaved Indigenous Hardwoods
1160,2495478,5706275,"Afforestation (imaged, post LCDB 1)"
1161,2496393,5706292,Gorse and Broom
1162,2497307,5706308,Broadleaved Indigenous Hardwoods
1163,2498221,5706325,Gorse and Broom
1164,2499135,5706341,Manuka and or Kanuka
1165,2500049,5706358,High Producing Exotic Grassland
1166,2500964,5706374,Low Producing Grassland
1167,2501878,5706391,High Producing Exotic Grassland
1168,2502792,5706407,High Producing Exotic Grassland
1169,2505534,5706457,Manuka and or Kanuka
1170,2506449,5706473,Indigenous Forest
1171,2507363,5706490,High Producing Exotic Grassland
1172,2508277,5706506,Gorse and Broom
1173,2509191,5706523,High Producing Exotic Grassland
1174,2510105,5706539,Broadleaved Indigenous Hardwoods
1175,2511020,5706556,High Producing Exotic Grassland
1176,2511934,5706572,High Producing Exotic Grassland
1177,2512848,5706589,Gorse and Broom
1178,2513762,5706606,High Producing Exotic Grassland
1179,2514676,5706622,High Producing Exotic Grassland
1180,2516505,5706655,Low Producing Grassland
1181,2492752,5705312,Low Producing Grassland
1182,2493667,5705328,High Producing Exotic Grassland
1183,2494581,5705345,Low Producing Grassland
1184,2495495,5705361,Low Producing Grassland
1185,2496409,5705378,Low Producing Grassland
1186,2497323,5705394,High Producing Exotic Grassland
1187,2498237,5705411,Manuka and or Kanuka
1188,2499152,5705427,High Producing Exotic Grassland
1189,2500066,5705444,Broadleaved Indigenous Hardwoods
1190,2500980,5705460,High Producing Exotic Grassland
1191,2501894,5705477,High Producing Exotic Grassland
1193,2505551,5705543,Manuka and or Kanuka
1194,2506465,5705559,High Producing Exotic Grassland
1195,2507379,5705576,High Producing Exotic Grassland
1196,2508294,5705592,High Producing Exotic Grassland
1197,2509208,5705609,Manuka and or Kanuka
1198,2510122,5705625,Manuka and or Kanuka
1199,2511036,5705642,High Producing Exotic Grassland
1200,2511950,5705658,High Producing Exotic Grassland
1201,2512864,5705675,Low Producing Grassland
1203,2494597,5704431,"Afforestation (imaged, post LCDB 1)"
1204,2496426,5704463,High Producing Exotic Grassland
1205,2497340,5704480,Broadleaved Indigenous Hardwoods
1206,2498254,5704496,High Producing Exotic Grassland
1207,2499168,5704513,Manuka and or Kanuka
1208,2500082,5704529,High Producing Exotic Grassland
1209,2500997,5704546,High Producing Exotic Grassland
1210,2501911,5704562,High Producing Exotic Grassland
1211,2502825,5704579,Low Producing Grassland
1212,2506482,5704645,Manuka and or Kanuka
1213,2507396,5704662,High Producing Exotic Grassland
1214,2508310,5704678,High Producing Exotic Grassland
1215,2509224,5704695,Manuka and or Kanuka
1216,2510138,5704711,Broadleaved Indigenous Hardwoods
1217,2511053,5704728,Manuka and or Kanuka
1218,2511967,5704744,High Producing Exotic Grassland
1219,2512881,5704761,High Producing Exotic Grassland
1220,2495528,5703533,Low Producing Grassland
1221,2496442,5703549,Gorse and Broom
1222,2497356,5703566,Low Producing Grassland
1223,2498270,5703582,High Producing Exotic Grassland
1224,2499185,5703599,High Producing Exotic Grassland
1225,2500099,5703615,Low Producing Grassland
1226,2501013,5703632,High Producing Exotic Grassland
1227,2501927,5703648,High Producing Exotic Grassland
1228,2502841,5703665,High Producing Exotic Grassland
1229,2503756,5703681,Low Producing Grassland
1230,2507412,5703747,Broadleaved Indigenous Hardwoods
1231,2508327,5703764,Broadleaved Indigenous Hardwoods
1232,2509241,5703780,High Producing Exotic Grassland
1233,2510155,5703797,High Producing Exotic Grassland
1235,2496459,5702635,Low Producing Grassland
1236,2497373,5702652,High Producing Exotic Grassland
1237,2499201,5702685,High Producing Exotic Grassland
1238,2500115,5702701,Low Producing Grassland
1239,2501030,5702718,High Producing Exotic Grassland
1240,2501944,5702734,High Producing Exotic Grassland
1241,2502858,5702751,High Producing Exotic Grassland
1242,2503772,5702767,High Producing Exotic Grassland
1243,2504686,5702784,Low Producing Grassland
1244,2508343,5702850,High Producing Exotic Grassland
