Habitat,Group,Order,Family,Species,SLA.Alien,SLA.Native,Hmax.Alien,Hmax.Native,SWT.Alien,SWT.Native,Ref
Tropical moist forest,Dicotyledons,Rosales,Rhamnaceae,Ziziphus cinnamomum,,,,35,,,864
Tropical moist forest,Dicotyledons,Malpighiales,Salicaceae,Zuelania guidonia,,,,25.3,,14.4,883; 884
Tropical moist forest,Dicotyledons,Fabales,Fabaceae,Zygia basijuga,,,,20,,,864
Tropical moist forest,Dicotyledons,Fabales,Fabaceae,Zygia latifolia,,,,20,,,864
Warm temperate dry forest,Dicotyledons,Fabales,Fabaceae,Acacia aroma,,149.2,,2.03,,112.9,176
Warm temperate dry forest,Dicotyledons,Fabales,Fabaceae,Acacia brachybotrya,,70.7,,1.5,,21.86,850; 884
Warm temperate dry forest,Dicotyledons,Fabales,Fabaceae,Acacia caven,,120.4,,3.33,,102.093,176
Warm temperate dry forest,Dicotyledons,Fabales,Fabaceae,Acacia doratoxylon,,42,,6.8,,12.1,850; 884
Warm temperate dry forest,Dicotyledons,Fabales,Fabaceae,Acacia elata,,114.5,,20,,32.5,865; 884
Warm temperate dry forest,Dicotyledons,Fabales,Fabaceae,Acacia furcatispina,,124.9,,1.88,,68.9,176
Warm temperate dry forest,Dicotyledons,Fabales,Fabaceae,Acacia hakeoides,,37.1,,4,,25.564,850; 884
Warm temperate dry forest,Dicotyledons,Fabales,Fabaceae,Acacia havilandiorum,,27.2,,4,,6.1,850; 884
Warm temperate dry forest,Dicotyledons,Fabales,Fabaceae,Acacia melanoxylon,,79.9,,19.18,,13,664; 884
Warm temperate dry forest,Dicotyledons,Fabales,Fabaceae,Acacia oswaldii,,37.9,,6.5,,79.4,850; 884
Warm temperate dry forest,Dicotyledons,Fabales,Fabaceae,Acacia triptera,,34,,,,5.37,850; 884
Warm temperate dry forest,Dicotyledons,Sapindales,Sapindaceae,Acer macrophyllum,,112.6,,26.23,,133.825,143; 144; 5; 884
Warm temperate dry forest,Dicotyledons,Sapindales,Sapindaceae,Acer negundo,,261.3,,15.5,,19.081,143; 144; 5; 884
Warm temperate dry forest,Dicotyledons,Myrtales,Myrtaceae,Acmena smithii,,133.3,,20,,173,865; 884
Warm temperate dry forest,Dicotyledons,Sapindales,Anacardiaceae,Actinocheita filicina,62.7,,10,,,,4
Warm temperate dry forest,Dicotyledons,Rosales,Rosaceae,Adenostoma fasciculatum,,47.3,,3.93,,0.98,143; 144; 4; 5; 6; 883; 884
Warm temperate dry forest,Dicotyledons,Rosales,Rosaceae,Adenostoma sparsifolium,,57.4,,,,0.095,4; 884
Warm temperate dry forest,Dicotyledons,Fabales,Fabaceae,Adesmia bicolor,,110.5,,0.05,,3,176
Warm temperate dry forest,Dicotyledons,Rosales,Rhamnaceae,Adolphia californica,,72.8,,,,11.31,4; 884
Warm temperate dry forest,Dicotyledons,Rosales,Rhamnaceae,Adolphia infesta,,91,,,,,4
Warm temperate dry forest,Dicotyledons,Sapindales,Sapindaceae,Aesculus californica,,179.7,,14.42,,36540.983,143; 144; 5; 884
Warm temperate dry forest,Monocotyledons,Poales,Poaceae,Agrostis montevidensis,,140.3,,0.08,,0.059,176
Warm temperate dry forest,Dicotyledons,Lamiales,Lamiaceae,Ajuga reptans,365.1,,0.22,,1.4,,400; 664; 884
Warm temperate dry forest,Dicotyledons,Rosales,Rosaceae,Alchemilla pinnata,,136.1,,0.03,,0.257,176
Warm temperate dry forest,Dicotyledons,Sapindales,Sapindaceae,Alectryon subcinereus,,130.3,,5.83,,,865
Warm temperate dry forest,Dicotyledons,Fagales,Betulaceae,Alnus rhombifolia,,268.7,,26.17,,0.712,143; 144; 5; 884
Warm temperate dry forest,Dicotyledons,Rosales,Rhamnaceae,Alphitonia excelsa,114.6,,24.38,,22.059,,4; 884
Warm temperate dry forest,Dicotyledons,Rosales,Rhamnaceae,Alphitonia petriei,95.7,,,,,,4
Warm temperate dry forest,Dicotyledons,Rosales,Rhamnaceae,Alphitonia philippinensis,126.2,,20,,18,,4; 884
Warm temperate dry forest,Dicotyledons,Caryophyllales,Amaranthaceae,Alternanthera pungens,223,,0.11,,0.254,,176
Warm temperate dry forest,Dicotyledons,Asterales,Asteraceae,Ambrosia tenuifolia,112.5,,0.35,,5.3,,176
Warm temperate dry forest,Dicotyledons,Rosales,Rosaceae,Amelanchier alnifolia,,137.1,,,,,4
Warm temperate dry forest,Dicotyledons,Rosales,Rosaceae,Amelanchier arborea,,154.5,,17,,5.67,4; 884
Warm temperate dry forest,Dicotyledons,Rosales,Rosaceae,Amelanchier asiatica,164.1,,8,,,,4
Warm temperate dry forest,Dicotyledons,Rosales,Rosaceae,Amelanchier bartramiana,,168.7,,,,,4
Warm temperate dry forest,Dicotyledons,Rosales,Rosaceae,Amelanchier denticulata,,97.3,,,,5.93,4; 884
Warm temperate dry forest,Dicotyledons,Rosales,Rosaceae,Amelanchier intermedia,,170.6,,,,,4
Warm temperate dry forest,Dicotyledons,Rosales,Rosaceae,Amelanchier laevis,,169.4,,9,,67.1,4; 884
Warm temperate dry forest,Dicotyledons,Rosales,Rosaceae,Amelanchier lamarckii,117,,6.5,,,,4
Warm temperate dry forest,Dicotyledons,Rosales,Rosaceae,Amelanchier nervosa,,47.2,,20,,,4
Warm temperate dry forest,Dicotyledons,Rosales,Rosaceae,Amelanchier sanguinea,,168.7,,,,5.4,4; 884
Warm temperate dry forest,Dicotyledons,Rosales,Rosaceae,Amelanchier utahensis,,101.6,,3.1,,49.084,143; 144; 4; 5; 884
Warm temperate dry forest,Dicotyledons,UnplacednearApiales,Escalloniaceae,Anopterus glandulosus,,,,,,0.95,664; 884
Warm temperate dry forest,Dicotyledons,Ericales,Ericaceae,Arbutus andrachne,103,,,,118.7,,4; 884
Warm temperate dry forest,Dicotyledons,Ericales,Ericaceae,Arbutus andrachnoides,,82.2,,,,,4
Warm temperate dry forest,Dicotyledons,Ericales,Ericaceae,Arbutus arizonica,,38,,,,,4
Warm temperate dry forest,Dicotyledons,Ericales,Ericaceae,Arbutus canariensis,78.5,,,,,,4
Warm temperate dry forest,Dicotyledons,Ericales,Ericaceae,Arbutus menziesii,,74.3,,15.57,,69.638,143; 144; 4; 5; 883; 884
Warm temperate dry forest,Dicotyledons,Ericales,Ericaceae,Arbutus texana,,63.7,,,,,4
Warm temperate dry forest,Dicotyledons,Ericales,Ericaceae,Arbutus unedo,76,,10.11,,3.6,,4; 884
Warm temperate dry forest,Dicotyledons,Ericales,Ericaceae,Arbutus xalapensis,,48.4,,,,145.65,4; 884
Warm temperate dry forest,Dicotyledons,Ericales,Ericaceae,Arctostaphylos andersonii,,48.6,,,,,4
Warm temperate dry forest,Dicotyledons,Ericales,Ericaceae,Arctostaphylos bakeri,,42.3,,,,7.6,4; 884
Warm temperate dry forest,Dicotyledons,Ericales,Ericaceae,Arctostaphylos confertiflora,,43.7,,2,,,4
Warm temperate dry forest,Dicotyledons,Ericales,Ericaceae,Arctostaphylos crustacea,,40.6,,,,,883
Warm temperate dry forest,Dicotyledons,Ericales,Ericaceae,Arctostaphylos hispidula,,49.8,,,,,4
Warm temperate dry forest,Dicotyledons,Ericales,Ericaceae,Arctostaphylos hookeri,,42.3,,,,43.14,4; 884
Warm temperate dry forest,Dicotyledons,Ericales,Ericaceae,Arctostaphylos manzanita,,44.9,,,,,4
Warm temperate dry forest,Dicotyledons,Ericales,Ericaceae,Arctostaphylos nummularia,,51.5,,,,,4
Warm temperate dry forest,Dicotyledons,Ericales,Ericaceae,Arctostaphylos obispoensis,,39,,,,23.878,4; 884
Warm temperate dry forest,Dicotyledons,Ericales,Ericaceae,Arctostaphylos pajaroensis,,48.5,,,,18.3,4; 884
Warm temperate dry forest,Dicotyledons,Ericales,Ericaceae,Arctostaphylos pilosula,,56,,,,3.245,4; 884
Warm temperate dry forest,Dicotyledons,Ericales,Ericaceae,Arctostaphylos pumila,,51.1,,,,11.08,4; 884
Warm temperate dry forest,Dicotyledons,Ericales,Ericaceae,Arctostaphylos purissima,,48.2,,,,,4
Warm temperate dry forest,Dicotyledons,Ericales,Ericaceae,Arctostaphylos rudis,,43.4,,,,27.248,4; 884
Warm temperate dry forest,Dicotyledons,Ericales,Ericaceae,Arctostaphylos stanfordiana,,45.5,,,,,4
Warm temperate dry forest,Dicotyledons,Ericales,Ericaceae,Arctostaphylos tomentosa,,52.9,,3.9,,14.285,4; 883; 884
Warm temperate dry forest,Dicotyledons,Ericales,Ericaceae,Arctostaphylos uva-ursi,,48.9,,0.66,,18.2,4; 884
Warm temperate dry forest,Dicotyledons,Ericales,Ericaceae,Arctostaphylos wellsii,,53.7,,,,,4
Warm temperate dry forest,Dicotyledons,Ericales,Ericaceae,Arctous alpina,,114.2,,0.3,,,4
Warm temperate dry forest,Dicotyledons,Ericales,Ericaceae,Arctous rubra,,129.7,,0.45,,,4
Warm temperate dry forest,Monocotyledons,Poales,Poaceae,Aristida adscensionis,250.8,,0.29,,0.225,,176
Warm temperate dry forest,Monocotyledons,Poales,Poaceae,Aristida spegazzinii,,78.3,,0.07,,1.6,176
Warm temperate dry forest,Dicotyledons,Rosales,Rosaceae,Aronia arbutifolia,,76.7,,3.5,,1.772,4; 884
Warm temperate dry forest,Dicotyledons,Asterales,Asteraceae,Artemisia californica,,110,,2.26,,0.06,143; 144; 5; 6; 883; 884
Warm temperate dry forest,Dicotyledons,Rosales,Rosaceae,Aruncus dioicus,,352.8,,1.8,,0.09,4; 884
Warm temperate dry forest,Dicotyledons,Gentianales,Apocynaceae,Aspidosperma quebracho-blanco,,42.4,,9,,16.174,176
Warm temperate dry forest,Dicotyledons,Apiales,Araliaceae,Astrotricha floccosa,,207.6,,3,,3.43,865; 884
Warm temperate dry forest,Dicotyledons,Caryophyllales,Amaranthaceae,Atriplex argentina,,67.6,,0.66,,3.3,176
Warm temperate dry forest,Dicotyledons,Asterales,Asteraceae,Baccharis articulata,,45.6,,0.79,,0.047,176
Warm temperate dry forest,Dicotyledons,Asterales,Asteraceae,Baccharis pilularis,,109.8,,3.64,,0.126,143; 144; 5; 6; 883; 884
Warm temperate dry forest,Dicotyledons,Myrtales,Myrtaceae,Backhousia myrtifolia,,105.6,,10,,13.006,865; 884
Warm temperate dry forest,Dicotyledons,Proteales,Proteaceae,Banksia marginata,,,,12,,7.88,664; 884
Warm temperate dry forest,Dicotyledons,Proteales,Proteaceae,Banksia serrata,,,,17.32,,56.03,664; 884
Warm temperate dry forest,Dicotyledons,Malpighiales,Euphorbiaceae,Bertya cunninghamii,,57.2,,2.1,,,850
Warm temperate dry forest,Dicotyledons,Malpighiales,Euphorbiaceae,Beyeria opaca,,61.2,,0.97,,,850
Warm temperate dry forest,Dicotyledons,Asterales,Asteraceae,Bidens andicola,,199.6,,0.17,,1.1,176
Warm temperate dry forest,Monocotyledons,Poales,Poaceae,Bothriochloa laguroides,135,,0.08,,0.5,,176
Warm temperate dry forest,Monocotyledons,Poales,Poaceae,Bouteloua aristidoides,,118,,0.14,,0.333,176
Warm temperate dry forest,Monocotyledons,Poales,Poaceae,Briza subaristata,,107.3,,0.1,,0.36,176
Warm temperate dry forest,Monocotyledons,Poales,Poaceae,Bromus catharticus,332.9,,0.67,,7.999,,176; 886
Warm temperate dry forest,Monocotyledons,Poales,Poaceae,Bromus unioloides,,183.8,,0.07,,3.5,176
Warm temperate dry forest,Dicotyledons,Lamiales,Scrophulariaceae,Buddleja davidii,170.2,,3.23,,0.1,,400; 664; 884
Warm temperate dry forest,Monocotyledons,Poales,Cyperaceae,Bulbostylis juncoides,,124.1,,0.07,,0.121,176
Warm temperate dry forest,Dicotyledons,Zygophyllales,Zygophyllaceae,Bulnesia retamo,,22.5,,5.67,,20.1,176
Warm temperate dry forest,Dicotyledons,Oxalidales,Cunoniaceae,Callicoma serratifolia,,119.1,,3.04,,0.17,865; 884
Warm temperate dry forest,Dicotyledons,Asterales,Asteraceae,Carduus thoermeri,,105.2,,0.97,,4.5,176
Warm temperate dry forest,Monocotyledons,Poales,Cyperaceae,Carex fuscula,,164.7,,0.2,,0.612,176
Warm temperate dry forest,Dicotyledons,Asterales,Asteraceae,Cassinia laevis,,69.8,,2.27,,,850
Warm temperate dry forest,Dicotyledons,Rosales,Rhamnaceae,Ceanothus arboreus,,88.9,,,,12.87,4; 884
Warm temperate dry forest,Dicotyledons,Rosales,Rhamnaceae,Ceanothus cordulatus,,224.4,,,,3.7,4; 884
Warm temperate dry forest,Dicotyledons,Rosales,Rhamnaceae,Ceanothus crassifolius,,29.3,,,,10,4; 884
Warm temperate dry forest,Dicotyledons,Rosales,Rhamnaceae,Ceanothus cuneatus,,44.6,,3.53,,9.021,143; 144; 4; 5; 6; 883; 884
Warm temperate dry forest,Dicotyledons,Rosales,Rhamnaceae,Ceanothus cyaneus,,84.9,,,,,4
Warm temperate dry forest,Dicotyledons,Rosales,Rhamnaceae,Ceanothus divergens,,35.6,,,,,4
Warm temperate dry forest,Dicotyledons,Rosales,Rhamnaceae,Ceanothus diversifolius,,120.5,,,,5.399,4; 884
Warm temperate dry forest,Dicotyledons,Rosales,Rhamnaceae,Ceanothus ferrisae,,29.2,,,,,4
Warm temperate dry forest,Dicotyledons,Rosales,Rhamnaceae,Ceanothus foliosus,,71.5,,,,,4
Warm temperate dry forest,Dicotyledons,Rosales,Rhamnaceae,Ceanothus gloriosus,,50.1,,,,4.659,4; 884
Warm temperate dry forest,Dicotyledons,Rosales,Rhamnaceae,Ceanothus griseus,,65,,,,3.1,4; 884
Warm temperate dry forest,Dicotyledons,Rosales,Rhamnaceae,Ceanothus hearstiorum,,87.5,,,,,4
Warm temperate dry forest,Dicotyledons,Rosales,Rhamnaceae,Ceanothus impressus,,65.6,,,,5.3,4; 884
Warm temperate dry forest,Dicotyledons,Rosales,Rhamnaceae,Ceanothus incanus,,79.8,,,,5.23,4; 884
Warm temperate dry forest,Dicotyledons,Rosales,Rhamnaceae,Ceanothus integerrimus,,103.8,,,,,4
Warm temperate dry forest,Dicotyledons,Rosales,Rhamnaceae,Ceanothus jepsonii,,29,,,,,4
Warm temperate dry forest,Dicotyledons,Rosales,Rhamnaceae,Ceanothus lemmonii,,146.9,,,,4.354,4; 884
Warm temperate dry forest,Dicotyledons,Rosales,Rhamnaceae,Ceanothus leucodermis,,85.9,,4,,7.6,4; 884
Warm temperate dry forest,Dicotyledons,Rosales,Rhamnaceae,Ceanothus maritimus,,34.4,,,,9.445,4; 884
Warm temperate dry forest,Dicotyledons,Rosales,Rhamnaceae,Ceanothus masonii,,48.4,,,,,4
Warm temperate dry forest,Dicotyledons,Rosales,Rhamnaceae,Ceanothus megacarpus,,40,,,,,4
Warm temperate dry forest,Dicotyledons,Rosales,Rhamnaceae,Ceanothus oliganthus,,85.9,,4.17,,4.951,143; 144; 4; 5; 6; 883; 884
Warm temperate dry forest,Dicotyledons,Rosales,Rhamnaceae,Ceanothus papillosus,,72.4,,,,2.204,4; 884
Warm temperate dry forest,Dicotyledons,Rosales,Rhamnaceae,Ceanothus prostratus,,38.2,,,,10,4; 884
Warm temperate dry forest,Dicotyledons,Rosales,Rhamnaceae,Ceanothus purpureus,,34.4,,,,6.83,4; 884
Warm temperate dry forest,Dicotyledons,Rosales,Rhamnaceae,Ceanothus spinosus,,75.3,,,,9.2,4; 884
Warm temperate dry forest,Dicotyledons,Rosales,Rhamnaceae,Ceanothus thyrsiflorus,,136.8,,,,,4
Warm temperate dry forest,Dicotyledons,Rosales,Rhamnaceae,Ceanothus tomentosus,,72.6,,,,3.4,4; 884
Warm temperate dry forest,Dicotyledons,Rosales,Rhamnaceae,Ceanothus velutinus,,69.7,,2.5,,,4
Warm temperate dry forest,Dicotyledons,Rosales,Rhamnaceae,Ceanothus verrucosus,,39.5,,,,7,4; 884
Warm temperate dry forest,Dicotyledons,Oxalidales,Cunoniaceae,Ceratopetalum apetalum,,122.8,,18.32,,17.091,865; 884
Warm temperate dry forest,Dicotyledons,Fabales,Fabaceae,Cercidium australe,,121.1,,4.25,,44.2,176
Warm temperate dry forest,Dicotyledons,Rosales,Rosaceae,Cercocarpus betuloides,,69.3,,8.55,,16.545,143; 144; 4; 5; 6; 883; 884
Warm temperate dry forest,Dicotyledons,Rosales,Rosaceae,Cercocarpus intricatus,,26.7,,,,3.12,4; 884
Warm temperate dry forest,Dicotyledons,Rosales,Rosaceae,Cercocarpus ledifolius,,23.9,,,,10.55,4; 884
Warm temperate dry forest,Dicotyledons,Rosales,Rosaceae,Cercocarpus minutiflorus,,87.5,,,,12.63,4; 884
Warm temperate dry forest,Dicotyledons,Rosales,Rosaceae,Cercocarpus mojadensis,,28.1,,,,,4
Warm temperate dry forest,Dicotyledons,Rosales,Rosaceae,Cercocarpus montanus,,63.7,,,,,4
Warm temperate dry forest,Dicotyledons,Rosales,Rosaceae,Cercocarpus traskiae,,75.9,,,,,4
Warm temperate dry forest,Dicotyledons,Caryophyllales,Cactaceae,Cereus validus,,5.4,,4.15,,1,176
Warm temperate dry forest,Dicotyledons,Rosales,Rosaceae,Chaenomeles speciosa,95.3,,3,,,,4
Warm temperate dry forest,Dicotyledons,Rosales,Rosaceae,Chamaebatiaria millefolium,,118.9,,,,0.18,4; 884
Warm temperate dry forest,Dicotyledons,Asterales,Asteraceae,Chaptalia integerrima,,74.4,,0.02,,0.05,176
Warm temperate dry forest,Monocotyledons,Poales,Poaceae,Chloris retusa,,165.6,,0.12,,0.13,176
Warm temperate dry forest,Dicotyledons,Asterales,Asteraceae,Cirsium vulgare,132.1,,1.24,,2.886,,176; 400; 886
Warm temperate dry forest,Dicotyledons,Apiales,Pittosporaceae,Citriobatus pauciflorus,,173.2,,1.6,,7.544,865; 884
Warm temperate dry forest,Dicotyledons,Ranunculales,Ranunculaceae,Clematis lasiantha,,143.8,,,,3.943,143; 144; 5; 883; 884
Warm temperate dry forest,Dicotyledons,Rosales,Rhamnaceae,Colletia cruciata,44.8,,,,,,4
Warm temperate dry forest,Dicotyledons,Rosales,Rhamnaceae,Colletia paradoxa,51.6,,,,,,4
Warm temperate dry forest,Dicotyledons,Rosales,Rhamnaceae,Colletia spinosa,33.8,,,,,,4
Warm temperate dry forest,Dicotyledons,Rosales,Rhamnaceae,Colletia spinosissima,,42.9,,1.22,,6.1,176
Warm temperate dry forest,Dicotyledons,Rosales,Rhamnaceae,Colletia ulicina,43.2,,,,,,4
Warm temperate dry forest,Dicotyledons,Ericales,Ericaceae,Comarostaphylis arbutoides,,45.2,,20,,,4
Warm temperate dry forest,Dicotyledons,Ericales,Ericaceae,Comarostaphylis discolor,,55.2,,,,,4
Warm temperate dry forest,Dicotyledons,Ericales,Ericaceae,Comarostaphylis diversifolia,,36.8,,,,17,4; 884
Warm temperate dry forest,Dicotyledons,Ericales,Ericaceae,Comarostaphylis glaucescens,67.9,,5,,,,4
Warm temperate dry forest,Dicotyledons,Ericales,Ericaceae,Comarostaphylis polifolia,,95.7,,6,,55.22,4; 884
Warm temperate dry forest,Dicotyledons,Rosales,Rhamnaceae,Condalia microphylla,,76.5,,1.92,,40.6,176
Warm temperate dry forest,Dicotyledons,Cornales,Cornaceae,Cornus glabrata,,246.1,,2.81,,37.823,143; 144; 5; 884
Warm temperate dry forest,Dicotyledons,Cornales,Cornaceae,Cornus sericea,,211.7,,7.98,,25.116,143; 144; 5; 884
Warm temperate dry forest,Dicotyledons,Fagales,Betulaceae,Corylus cornuta,,302.2,,3.01,,831.293,143; 144; 5; 885
Warm temperate dry forest,Dicotyledons,Sapindales,Anacardiaceae,Cotinus coggygria,104.2,,2,,9.2,,4; 884
Warm temperate dry forest,Dicotyledons,Rosales,Rosaceae,Cotoneaster acuminata,158.5,,,,8,,4; 884
Warm temperate dry forest,Dicotyledons,Rosales,Rosaceae,Cotoneaster affinis,111.7,,,,,,4
Warm temperate dry forest,Dicotyledons,Rosales,Rosaceae,Cotoneaster apiculata,103.8,,,,,,4
Warm temperate dry forest,Dicotyledons,Rosales,Rosaceae,Cotoneaster bullatus,113.2,,3,,32,,4; 884
Warm temperate dry forest,Dicotyledons,Rosales,Rosaceae,Cotoneaster congesta,74.5,,,,,,4
Warm temperate dry forest,Dicotyledons,Rosales,Rosaceae,Cotoneaster franchetii,99.8,,3,,,,4
Warm temperate dry forest,Dicotyledons,Rosales,Rosaceae,Cotoneaster frigida,89.5,,,,,,4
Warm temperate dry forest,Dicotyledons,Rosales,Rosaceae,Cotoneaster glabrata,125.6,,,,,,4
Warm temperate dry forest,Dicotyledons,Rosales,Rosaceae,Cotoneaster glaucophyllus,125.9,,3,,1.51,,4; 884
Warm temperate dry forest,Dicotyledons,Rosales,Rosaceae,Cotoneaster horizontalis,268.5,,0.7,,10.245,,4; 888
Warm temperate dry forest,Dicotyledons,Rosales,Rosaceae,Cotoneaster hupehensis,120,,,,,,4
Warm temperate dry forest,Dicotyledons,Rosales,Rosaceae,Cotoneaster lacteus,72.6,,3.5,,,,4
Warm temperate dry forest,Dicotyledons,Rosales,Rosaceae,Cotoneaster lindleyi,101.9,,,,,,4
Warm temperate dry forest,Dicotyledons,Rosales,Rosaceae,Cotoneaster lucida,102.1,,,,19.39,,4; 884
Warm temperate dry forest,Dicotyledons,Rosales,Rosaceae,Cotoneaster microphyllus,120.8,,,,8.24,,4; 884
Warm temperate dry forest,Dicotyledons,Rosales,Rosaceae,Cotoneaster multiflora,145.2,,,,,,4
Warm temperate dry forest,Dicotyledons,Rosales,Rosaceae,Cotoneaster nebrodensis,121.6,,1.5,,,,4
Warm temperate dry forest,Dicotyledons,Rosales,Rosaceae,Cotoneaster nitidus,144.2,,,,,,4
Warm temperate dry forest,Dicotyledons,Rosales,Rosaceae,Cotoneaster pannosus,47.6,,5,,28.8,,4; 884
Warm temperate dry forest,Dicotyledons,Rosales,Rosaceae,Cotoneaster permutatus,144.5,,,,,,4
Warm temperate dry forest,Dicotyledons,Rosales,Rosaceae,Cotoneaster rugosus,122.2,,,,,,4
Warm temperate dry forest,Dicotyledons,Rosales,Rosaceae,Cotoneaster salicifolius,89.3,,,,,,4
Warm temperate dry forest,Dicotyledons,Rosales,Rosaceae,Cotoneaster serotinus,86.1,,,,,,4
Warm temperate dry forest,Dicotyledons,Rosales,Rosaceae,Cotoneaster silvestrii,91,,,,,,4
Warm temperate dry forest,Dicotyledons,Rosales,Rosaceae,Cotoneaster splendens,106.7,,,,,,4
Warm temperate dry forest,Dicotyledons,Rosales,Rosaceae,Cotoneaster sterniana,149.6,,,,,,4
Warm temperate dry forest,Dicotyledons,Rosales,Rosaceae,Cotoneaster wardii,102.1,,,,,,4
Warm temperate dry forest,Dicotyledons,Rosales,Rosaceae,Cotoneaster watereri,89.7,,5,,,,4
Warm temperate dry forest,Dicotyledons,Rosales,Rosaceae,Cotoneaster zabeli,100.9,,,,,,4
Warm temperate dry forest,Dicotyledons,Rosales,Rosaceae,Crataegus coccinea,,237.1,,,,133.3,4; 884
Warm temperate dry forest,Dicotyledons,Rosales,Rosaceae,Crataegus columbiana,,117,,,,42.55,4; 884
Warm temperate dry forest,Dicotyledons,Rosales,Rosaceae,Crataegus crus-galli,,100.5,,8,,176,4; 884
Warm temperate dry forest,Dicotyledons,Rosales,Rosaceae,Crataegus douglasii,,97.3,,,,23.13,4; 884
Warm temperate dry forest,Dicotyledons,Rosales,Rosaceae,Crataegus jackii,,128.2,,,,,4
Warm temperate dry forest,Dicotyledons,Rosales,Rosaceae,Crataegus mexicana,134.6,,,,,,4
Warm temperate dry forest,Dicotyledons,Rosales,Rosaceae,Crataegus microphylla,109.4,,,,,,4
Warm temperate dry forest,Dicotyledons,Rosales,Rosaceae,Crataegus mollis,,180.3,,,,9,4; 884
Warm temperate dry forest,Dicotyledons,Rosales,Rosaceae,Crataegus monogyna,113.9,,5.8,,123.351,,4; 888
Warm temperate dry forest,Dicotyledons,Rosales,Rosaceae,Crataegus nitida,,84.3,,,,,4
