obs,spcode,name,date,rep,subrep,subpicture,type,nb.leaves,nb.leaves.num,photo#,date measured,total area,leaf area,dry mass,SLA,comment
127,COPPAR,Coprosma dumosa,9-Dec,3,,,leaves,31        ,31.0000,458,10-Dec,,,,,
128,COPPAR,Coprosma dumosa,9-Dec,4,,,leaves,27        ,27.0000,459,10-Dec,,,,,
129,COPPAR,Coprosma dumosa,9-Dec,5,,,leaves,29        ,29.0000,461,10-Dec,,,,,
130,LEPDIO,Leptinella dioica,12-Dec,1,,,leaves,2        ,2.0000,576,13-Dec,,,,,
131,LEPDIO,Leptinella dioica,12-Dec,2,,,leaves,2        ,2.0000,579,13-Dec,,,,,
132,LEPDIO,Leptinella dioica,12-Dec,3,,,leaves,2        ,2.0000,581,13-Dec,,,,,
133,LEPDIO,Leptinella dioica,12-Dec,4,,,leaves,2        ,2.0000,582,13-Dec,,,,,
134,LEPDIO,Leptinella dioica,12-Dec,5,,,leaves,3        ,3.0000,585,13-Dec,,,,,
140,RYTCAE,Rytidosperma caespitosum,12-Dec,1,,,leaves,3        ,3.0000,591,13-Dec,,,,,
141,RYTCAE,Rytidosperma caespitosum,12-Dec,2,,,leaves,4        ,4.0000,592,13-Dec,,,,,
142,RYTCAE,Rytidosperma caespitosum,12-Dec,3,,,leaves,5        ,5.0000,594,13-Dec,,,,,
143,RYTCAE,Rytidosperma caespitosum,12-Dec,5,,,leaves,7        ,7.0000,595,13-Dec,,,,,
144,RYTCAE,Rytidosperma caespitosum,12-Dec,6,,,leaves,2        ,2.0000,597,13-Dec,,,,,
149,CYNECH,Cynosurus echinatus,13-Dec,1,,,leaves,3        ,3.0000,612,18-Dec,,,,,
150,CYNECH,Cynosurus echinatus,13-Dec,2,,,leaves,4        ,4.0000,613,18-Dec,,,,,
151,CYNECH,Cynosurus echinatus,13-Dec,3,,,leaves,2        ,2.0000,614,18-Dec,,,,,
152,CYNECH,Cynosurus echinatus,13-Dec,4,,,leaves,4        ,4.0000,616,18-Dec,,,,,
153,CYNECH,Cynosurus echinatus,13-Dec,5,,,leaves,2        ,2.0000,618,18-Dec,,,,,
154,GNAAUD,Euchiton audax,16-Dec,1,,,leaves,6        ,6.0000,642,18-Dec,,,,,
155,GNAAUD,Euchiton audax,16-Dec,2,,,leaves,3        ,3.0000,644,18-Dec,,,,,
156,GNAAUD,Euchiton audax,16-Dec,3,,,leaves,3        ,3.0000,646,18-Dec,,,,,
157,EPIATR,Epilobium alsinoides subsp. atriplicifolium,16-Dec,1,,,leaves,23        ,23.0000,636,18-Dec,,,,,
158,EPIATR,Epilobium alsinoides subsp. atriplicifolium,16-Dec,2,,,leaves,20        ,20.0000,637,18-Dec,,,,,
159,EPIATR,Epilobium alsinoides subsp. atriplicifolium,16-Dec,3,,,leaves,7        ,7.0000,638,18-Dec,,,,,
160,EPIATR,Epilobium alsinoides subsp. atriplicifolium,16-Dec,4,,,leaves,10        ,10.0000,639,18-Dec,,,,,
161,EPIATR,Epilobium alsinoides subsp. atriplicifolium,16-Dec,5,,,leaves,6        ,6.0000,641,18-Dec,,,,,
169,BLEPEN,Blechnum penna-marina,16-Dec,1,,,leaves,2        ,2.0000,652,18-Dec,,,,,
170,BLEPEN,Blechnum penna-marina,16-Dec,2,,,leaves,2        ,2.0000,653,18-Dec,,,,,
171,BLEPEN,Blechnum penna-marina,16-Dec,3,,,leaves,2        ,2.0000,656,18-Dec,,,,,
172,BLEPEN,Blechnum penna-marina,16-Dec,4,,,leaves,2        ,2.0000,657,18-Dec,,,,,
174,BLEPEN,Blechnum penna-marina,16-Dec,6,,,leaves,2        ,2.0000,658,18-Dec,,,,,
180,HIERED,Hierochloe redolens,16-Dec,1,,,leaves,1        ,1.0000,628,18-Dec,,,,,
181,HIERED,Hierochloe redolens,16-Dec,2,,,leaves,1        ,1.0000,629,18-Dec,,,,,
182,HIERED,Hierochloe redolens,16-Dec,3,,,leaves,1        ,1.0000,631,18-Dec,,,,,
183,HIERED,Hierochloe redolens,16-Dec,4,,,leaves,1        ,1.0000,632,18-Dec,,,,,
184,HIERED,Hierochloe redolens,16-Dec,5,,,leaves,1        ,1.0000,634,18-Dec,,,,,
185,COPRIG,Coprosma rigida,16-Dec,1,,,leaves,32        ,32.0000,648,18-Dec,,,,,
186,COPRIG,Coprosma rigida,16-Dec,2,,,leaves,28        ,28.0000,649,18-Dec,,,,,
187,COPRIG,Coprosma rigida,16-Dec,3,,,leaves,42        ,42.0000,650,18-Dec,,,,,
188,RYTGRA,Rytidosperma gracile,16-Dec,1,,,leaves,4        ,4.0000,619,18-Dec,,,,,
189,RYTGRA,Rytidosperma gracile,16-Dec,2,,,leaves,5        ,5.0000,622,18-Dec,,,,,
190,RYTGRA,Rytidosperma gracile,16-Dec,3,,,leaves,2        ,2.0000,623,18-Dec,,,,,
191,RYTGRA,Rytidosperma gracile,16-Dec,4,,,leaves,3        ,3.0000,624,18-Dec,,,,,
192,RYTGRA,Rytidosperma gracile,16-Dec,5,,,leaves,3        ,3.0000,626,18-Dec,,,,,
193,UNCRUB,Uncinia rubra,16-Dec,1,,,leaves,4        ,4.0000,651,18-Dec,,,,,
194,CARAUS,Carmichaelia australis,16-Dec,1,a,,leaves,11        ,11.0000,659,18-Dec,,,,,
194,CARAUS,Carmichaelia australis,16-Dec,1,b,,stems,NA,NA,660,18-Dec,,,,,
196,DICCRI,Dichelachne crinita,19-Dec,1,,,leaves,3        ,3.0000,673,21-Dec,,,,,
197,DICCRI,Dichelachne crinita,19-Dec,2,,1,leaves,1   1/3  ,1.3333,675,22-Dec,,,,,
197,DICCRI,Dichelachne crinita,19-Dec,2,,2,leaves,1   1/3  ,1.3333,676,22-Dec,,,,,
197,DICCRI,Dichelachne crinita,19-Dec,2,,3,leaves,1   1/3  ,1.3333,678,22-Dec,,,,,
198,DICCRI,Dichelachne crinita,19-Dec,3,,,leaves,3        ,3.0000,679,22-Dec,,,,,
199,DICCRI,Dichelachne crinita,19-Dec,4,,,leaves,3        ,3.0000,680,22-Dec,,,,,
200,DICCRI,Dichelachne crinita,19-Dec,5,,,leaves,3        ,3.0000,681,22-Dec,,,,,
204,LINBIE,Linum bienne,19-Dec,1,,,leaves,12        ,12.0000,663,22-Dec,,,,,
205,LINBIE,Linum bienne,19-Dec,2,,,leaves,8        ,8.0000,665,22-Dec,,,,,
206,LINBIE,Linum bienne,19-Dec,3,,,leaves,12        ,12.0000,667,22-Dec,,,,,
207,LINBIE,Linum bienne,19-Dec,4,,,leaves,32        ,32.0000,669,22-Dec,,,,,
208,LINBIE,Linum bienne,19-Dec,5,,,leaves,13        ,13.0000,671,22-Dec,,,,,
214,GNAGYM,Euchiton japonicus,21-Dec,1,,,leaves,3        ,3.0000,691,22-Dec,,,,,
215,GNAGYM,Euchiton japonicus,21-Dec,2,,,leaves,3        ,3.0000,692,22-Dec,,,,,
216,GNAGYM,Euchiton japonicus,21-Dec,3,,,leaves,2        ,2.0000,693,22-Dec,,,,,
217,GNAGYM,Euchiton japonicus,21-Dec,4,,,leaves,3        ,3.0000,695,22-Dec,,,,,
218,GNAGYM,Euchiton japonicus,21-Dec,5,,,leaves,3        ,3.0000,697,22-Dec,,,,,
228,RUMPUL,Rumex pulcher,21-Dec,1,,,leaves,3        ,3.0000,683,22-Dec,,,,,
229,RUMPUL,Rumex pulcher,21-Dec,2,,1,leaves,2        ,2.0000,684,22-Dec,,,,,
229,RUMPUL,Rumex pulcher,21-Dec,2,,2,leaves,2        ,2.0000,685,22-Dec,,,,,
230,RUMPUL,Rumex pulcher,21-Dec,3,,,leaves,3        ,3.0000,686,22-Dec,,,,,
231,RUMPUL,Rumex pulcher,21-Dec,4,,,leaves,2        ,2.0000,687,22-Dec,,,,,
231,RUMPUL,Rumex pulcher,21-Dec,4,,,leaves,2        ,2.0000,688,22-Dec,,,,,
232,RUMPUL,Rumex pulcher,21-Dec,5,,,leaves,1   1/2  ,1.5000,689,22-Dec,,,,,
232,RUMPUL,Rumex pulcher,21-Dec,5,,,leaves,1   1/2  ,1.5000,690,22-Dec,,,,,
238,LEPDIO,Leptinella dioica,13-Dec,1,,,leaves,2        ,2.0000,647,18-Dec,,,,,
240,RYTUNA,Rytidosperma unarede,8-Feb,1,,,leaves,2        ,2.0000,8661,9-Feb,,,,,Mica's photos
241,RYTUNA,Rytidosperma unarede,8-Feb,2,,,leaves,2        ,2.0000,8665,9-Feb,,,,,Mica's photos
242,RYTUNA,Rytidosperma unarede,8-Feb,3,,,leaves,2        ,2.0000,8667,9-Feb,,,,,Mica's photos
243,RYTUNA,Rytidosperma unarede,8-Feb,4,,,leaves,2        ,2.0000,8668,9-Feb,,,,,Mica's photos
244,RYTUNA,Rytidosperma unarede,8-Feb,5,,,leaves,3        ,3.0000,8673,9-Feb,,,,,Mica's photos
245,GNAAUD,Euchiton audax,8-Feb,1,,,leaves,3        ,3.0000,8654,9-Feb,,,,,Mica's photos
246,GNAAUD,Euchiton audax,8-Feb,2,,,leaves,2        ,2.0000,8656,9-Feb,,,,,Mica's photos
247,CENTEN,Centaurium tenuiflorum,9-Mar,1,a,,leaves,4        ,4.0000,IMG_2624_1024,11-Mar,,,,,
247,CENTEN,Centaurium tenuiflorum,9-Mar,1,b,,leaves,3        ,3.0000,IMG_2626_1024,11-Mar,,,,,
248,CENTEN,Centaurium tenuiflorum,9-Mar,2,a,,leaves,3        ,3.0000,IMG_2627_1024,11-Mar,,,,,
248,CENTEN,Centaurium tenuiflorum,9-Mar,2,b,,leaves,3        ,3.0000,IMG_2628_1024,11-Mar,,,,,
249,CENTEN,Centaurium tenuiflorum,9-Mar,3,,,leaves,12        ,12.0000,IMG_2629_1024,11-Mar,,,,,
250,CENTEN,Centaurium tenuiflorum,10-Mar,1,,,leaves,4        ,4.0000,IMG_2621_1024,11-Mar,,,,,plants a bit dried up
251,CENTEN,Centaurium tenuiflorum,10-Mar,2,,,leaves,4        ,4.0000,IMG_2622_1024,11-Mar,,,,,plants a bit dried up
257,BROLIT,Bromus lithobius,17-Apr,1,,,leaves,3        ,3.0000,IMG_3716_1024,17-Mar,,,,,
258,BROLIT,Bromus lithobius,17-Apr,2,,,leaves,4        ,4.0000,IMG_3718_1024,17-Mar,,,,,
259,BROLIT,Bromus lithobius,17-Apr,3,,,leaves,3        ,3.0000,IMG_3720_1024,17-Mar,,,,,
260,BROLIT,Bromus lithobius,17-Apr,4,,,leaves,2        ,2.0000,IMG_3722_1024,17-Mar,,,,,or other picture shows more leaves ???IMG_3724_1024
261,BROLIT,Bromus lithobius,17-Apr,5,,,leaves,3        ,3.0000,IMG_3726_1024,17-Mar,,,,,
262,COTAUS,Cotula australis,17-Apr,1,,,leaves,4        ,4.0000,IMG_3727_1024,17-Mar,,,,,
263,COTAUS,Cotula australis,17-Apr,2,,,leaves,2        ,2.0000,IMG_3731_1024,17-Mar,,,,,
264,COTAUS,Cotula australis,17-Apr,3,,,leaves,5        ,5.0000,IMG_3733_1024,17-Mar,,,,,
265,COTAUS,Cotula australis,17-Apr,4,,,leaves,3        ,3.0000,IMG_3735_1024,17-Mar,,,,,
266,COTAUS,Cotula australis,17-Apr,5,,,leaves,5        ,5.0000,IMG_3736_1024,17-Mar,,,,,
