 	Label	Area
1	P1120269.JPG (blue).jpg	107.631
2	P1120269.JPG (blue).jpg	112.326
3	P1120269.JPG (blue).jpg	308.919
4	P1120269.JPG (blue).jpg	311.675
5	P1120269.JPG (blue).jpg	76.312
6	P1120269.JPG (blue).jpg	137.211
7	P1120269.JPG (blue).jpg	101.777
8	P1120269.JPG (blue).jpg	61.619
9	P1120269.JPG (blue).jpg	315.204
10	P1120269.JPG (blue).jpg	168.314
11	P1120269.JPG (blue).jpg	53.864
12	P1120269.JPG (blue).jpg	8.914
13	P1120269.JPG (blue).jpg	113.180
14	P1120269.JPG (blue).jpg	81.869
15	P1120269.JPG (blue).jpg	11.284
16	P1120269.JPG (blue).jpg	16.714
17	P1120269.JPG (blue).jpg	283.655
18	P1120269.JPG (blue).jpg	30.464
19	P1120269.JPG (blue).jpg	4.888
20	P1120269.JPG (blue).jpg	7.636
21	P1120269.JPG (blue).jpg	261.987
22	P1120269.JPG (blue).jpg	59.717
23	P1120269.JPG (blue).jpg	28.607
24	P1120269.JPG (blue).jpg	248.712
25	P1120269.JPG (blue).jpg	202.648
26	P1120269.JPG (blue).jpg	22.055
27	P1120269.JPG (blue).jpg	5.326
28	P1120269.JPG (blue).jpg	264.193
29	P1120269.JPG (blue).jpg	43.716
30	P1120269.JPG (blue).jpg	277.616
31	P1120269.JPG (blue).jpg	29.498
32	P1120269.JPG (blue).jpg	142.396
33	P1120269.JPG (blue).jpg	327.134
34	P1120269.JPG (blue).jpg	143.324
35	P1120269.JPG (blue).jpg	27.597
36	P1120269.JPG (blue).jpg	92.358
37	P1120269.JPG (blue).jpg	30.984
38	P1120269.JPG (blue).jpg	273.605
