 	Label	Area
1	P1120619.jpg	453.210
2	P1120619.jpg	128.608
3	P1120619.jpg	325.134
4	P1120619.jpg	410.231
5	P1120619.jpg	202.813
6	P1120619.jpg	380.835
7	P1120619.jpg	221.103
8	P1120619.jpg	413.295
9	P1120619.jpg	250.303
10	P1120619.jpg	438.610
11	P1120619.jpg	319.380
12	P1120619.jpg	365.394
13	P1120619.jpg	162.749
14	P1120619.jpg	300.194
15	P1120619.jpg	271.115
16	P1120619.jpg	147.551
17	P1120619.jpg	303.482
18	P1120619.jpg	114.381
19	P1120619.jpg	163.590
20	P1120619.jpg	114.521
21	P1120619.jpg	271.694
