 	Label	Area
1	IMG_3735_1024.jpg	318.809
2	IMG_3735_1024.jpg	104.912
3	IMG_3735_1024.jpg	163.581
4	IMG_3735_1024.jpg	72.114
5	IMG_3735_1024.jpg	51.743
6	IMG_3735_1024.jpg	68.040
7	IMG_3735_1024.jpg	406.507
8	IMG_3735_1024.jpg	56.326
9	IMG_3735_1024.jpg	79.448
10	IMG_3735_1024.jpg	78.633
11	IMG_3735_1024.jpg	52.252
12	IMG_3735_1024.jpg	74.864
13	IMG_3735_1024.jpg	57.345
14	IMG_3735_1024.jpg	110.106
15	IMG_3735_1024.jpg	61.928
16	IMG_3735_1024.jpg	42.881
17	IMG_3735_1024.jpg	44.307
18	IMG_3735_1024.jpg	55.104
19	IMG_3735_1024.jpg	55.002
20	IMG_3735_1024.jpg	62.132
21	IMG_3735_1024.jpg	55.206
22	IMG_3735_1024.jpg	34.224
23	IMG_3735_1024.jpg	50.724
24	IMG_3735_1024.jpg	47.057
