 	Label	Area
1	P1120454.JPG	70.677
2	P1120454.JPG	77.718
3	P1120454.JPG	106.004
4	P1120454.JPG	83.436
5	P1120454.JPG	96.423
6	P1120454.JPG	79.291
7	P1120454.JPG	125.859
8	P1120454.JPG	80.007
9	P1120454.JPG	41.534
10	P1120454.JPG	103.226
11	P1120454.JPG	83.284
12	P1120454.JPG	66.195
13	P1120454.JPG	86.387
14	P1120454.JPG	83.545
15	P1120454.JPG	53.740
16	P1120454.JPG	82.818
17	P1120454.JPG	95.165
18	P1120454.JPG	64.742
19	P1120454.JPG	106.199
20	P1120454.JPG	78.857
21	P1120454.JPG	49.888
22	P1120454.JPG	88.904
23	P1120454.JPG	84.271
24	P1120454.JPG	62.810
25	P1120454.JPG	115.867
