 	Label	Area
1	P1120457.JPG	100.847
2	P1120457.JPG	104.795
3	P1120457.JPG	118.588
4	P1120457.JPG	71.067
5	P1120457.JPG	42.512
6	P1120457.JPG	34.799
7	P1120457.JPG	95.807
8	P1120457.JPG	66.966
9	P1120457.JPG	57.529
10	P1120457.JPG	73.526
11	P1120457.JPG	82.075
12	P1120457.JPG	119.149
13	P1120457.JPG	92.267
14	P1120457.JPG	45.348
15	P1120457.JPG	120.200
16	P1120457.JPG	34.197
17	P1120457.JPG	70.057
18	P1120457.JPG	92.471
19	P1120457.JPG	73.465
20	P1120457.JPG	74.781
21	P1120457.JPG	64.028
22	P1120457.JPG	76.913
23	P1120457.JPG	59.600
24	P1120457.JPG	78.331
25	P1120457.JPG	83.442
26	P1120457.JPG	56.590
27	P1120457.JPG	34.064
28	P1120457.JPG	45.705
29	P1120457.JPG	93.328
30	P1120457.JPG	43.165
