 	Label	Area
1	P1120636.jpg	76.339
2	P1120636.jpg	75.352
3	P1120636.jpg	92.049
4	P1120636.jpg	71.102
5	P1120636.jpg	98.317
6	P1120636.jpg	83.387
7	P1120636.jpg	61.112
8	P1120636.jpg	82.463
9	P1120636.jpg	65.874
10	P1120636.jpg	89.135
11	P1120636.jpg	81.889
12	P1120636.jpg	87.108
13	P1120636.jpg	55.256
14	P1120636.jpg	90.722
15	P1120636.jpg	77.199
16	P1120636.jpg	80.724
17	P1120636.jpg	75.567
18	P1120636.jpg	95.161
19	P1120636.jpg	80.177
20	P1120636.jpg	59.444
21	P1120636.jpg	97.546
22	P1120636.jpg	66.842
23	P1120636.jpg	57.812
