 	Label	Area
1	P1120335.JPG (blue).jpg	275.498
2	P1120335.JPG (blue).jpg	250.362
3	P1120335.JPG (blue).jpg	272.738
4	P1120335.JPG (blue).jpg	269.308
5	P1120335.JPG (blue).jpg	199.102
6	P1120335.JPG (blue).jpg	273.132
7	P1120335.JPG (blue).jpg	168.871
8	P1120335.JPG (blue).jpg	28.935
9	P1120335.JPG (blue).jpg	58.821
10	P1120335.JPG (blue).jpg	79.845
11	P1120335.JPG (blue).jpg	100.205
12	P1120335.JPG (blue).jpg	37.635
13	P1120335.JPG (blue).jpg	70.131
14	P1120335.JPG (blue).jpg	251.433
15	P1120335.JPG (blue).jpg	99.873
16	P1120335.JPG (blue).jpg	229.345
17	P1120335.JPG (blue).jpg	221.233
18	P1120335.JPG (blue).jpg	271.649
19	P1120335.JPG (blue).jpg	220.288
20	P1120335.JPG (blue).jpg	278.690
21	P1120335.JPG (blue).jpg	112.792
22	P1120335.JPG (blue).jpg	103.503
23	P1120335.JPG (blue).jpg	182.003
24	P1120335.JPG (blue).jpg	45.421
25	P1120335.JPG (blue).jpg	68.335
26	P1120335.JPG (blue).jpg	89.878
27	P1120335.JPG (blue).jpg	71.714
28	P1120335.JPG (blue).jpg	48.106
29	P1120335.JPG (blue).jpg	8.994
