 	Label	Area
1	P1120240.JPG (blue).jpg	391.681
2	P1120240.JPG (blue).jpg	619.172
3	P1120240.JPG (blue).jpg	16.808
4	P1120240.JPG (blue).jpg	115.195
5	P1120240.JPG (blue).jpg	138.507
6	P1120240.JPG (blue).jpg	22.847
7	P1120240.JPG (blue).jpg	122.270
8	P1120240.JPG (blue).jpg	122.488
9	P1120240.JPG (blue).jpg	120.659
10	P1120240.JPG (blue).jpg	145.682
11	P1120240.JPG (blue).jpg	29.663
12	P1120240.JPG (blue).jpg	89.513
13	P1120240.JPG (blue).jpg	138.484
14	P1120240.JPG (blue).jpg	96.612
15	P1120240.JPG (blue).jpg	127.598
16	P1120240.JPG (blue).jpg	1.988
17	P1120240.JPG (blue).jpg	25.682
18	P1120240.JPG (blue).jpg	46.589
19	P1120240.JPG (blue).jpg	24.976
20	P1120240.JPG (blue).jpg	61.056
21	P1120240.JPG (blue).jpg	79.163
22	P1120240.JPG (blue).jpg	21.836
23	P1120240.JPG (blue).jpg	21.777
24	P1120240.JPG (blue).jpg	19.189
25	P1120240.JPG (blue).jpg	24.276
26	P1120240.JPG (blue).jpg	8.833
27	P1120240.JPG (blue).jpg	57.198
28	P1120240.JPG (blue).jpg	1.952
29	P1120240.JPG (blue).jpg	52.281
30	P1120240.JPG (blue).jpg	69.953
