 	Label	Area
1	P1120459.JPG	86.213
2	P1120459.JPG	78.636
3	P1120459.JPG	69.462
4	P1120459.JPG	80.889
5	P1120459.JPG	87.217
6	P1120459.JPG	62.082
7	P1120459.JPG	64.195
8	P1120459.JPG	50.458
9	P1120459.JPG	79.340
10	P1120459.JPG	54.158
11	P1120459.JPG	64.129
12	P1120459.JPG	64.523
13	P1120459.JPG	69.519
14	P1120459.JPG	49.040
15	P1120459.JPG	82.495
16	P1120459.JPG	56.082
17	P1120459.JPG	47.923
18	P1120459.JPG	50.233
19	P1120459.JPG	58.890
20	P1120459.JPG	49.763
21	P1120459.JPG	49.256
22	P1120459.JPG	54.599
23	P1120459.JPG	51.162
24	P1120459.JPG	34.515
25	P1120459.JPG	47.191
26	P1120459.JPG	43.811
27	P1120459.JPG	36.224
