 	Label	Area
1	IMG_1506.jpg (blue).jpg	155.521
2	IMG_1506.jpg (blue).jpg	138.946
3	IMG_1506.jpg (blue).jpg	162.653
4	IMG_1506.jpg (blue).jpg	371.102
5	IMG_1506.jpg (blue).jpg	161.353
6	IMG_1506.jpg (blue).jpg	163.149
7	IMG_1506.jpg (blue).jpg	114.843
8	IMG_1506.jpg (blue).jpg	269.937
9	IMG_1506.jpg (blue).jpg	288.317
10	IMG_1506.jpg (blue).jpg	69.027
11	IMG_1506.jpg (blue).jpg	154.073
12	IMG_1506.jpg (blue).jpg	415.490
13	IMG_1506.jpg (blue).jpg	125.903
14	IMG_1506.jpg (blue).jpg	160.421
15	IMG_1506.jpg (blue).jpg	116.847
16	IMG_1506.jpg (blue).jpg	212.923
17	IMG_1506.jpg (blue).jpg	174.109
18	IMG_1506.jpg (blue).jpg	123.472
19	IMG_1506.jpg (blue).jpg	199.016
20	IMG_1506.jpg (blue).jpg	189.930
21	IMG_1506.jpg (blue).jpg	121.915
22	IMG_1506.jpg (blue).jpg	149.203
23	IMG_1506.jpg (blue).jpg	238.782
24	IMG_1506.jpg (blue).jpg	125.179
25	IMG_1506.jpg (blue).jpg	167.563
26	IMG_1506.jpg (blue).jpg	29.946
27	IMG_1506.jpg (blue).jpg	210.453
28	IMG_1506.jpg (blue).jpg	27.139
