 	Label	Area
1	IMG_1514.jpg (blue).jpg	71.916
2	IMG_1514.jpg (blue).jpg	67.341
3	IMG_1514.jpg (blue).jpg	161.000
4	IMG_1514.jpg (blue).jpg	130.359
5	IMG_1514.jpg (blue).jpg	12.397
6	IMG_1514.jpg (blue).jpg	25.549
7	IMG_1514.jpg (blue).jpg	29.654
8	IMG_1514.jpg (blue).jpg	130.638
9	IMG_1514.jpg (blue).jpg	152.981
10	IMG_1514.jpg (blue).jpg	151.340
11	IMG_1514.jpg (blue).jpg	157.038
12	IMG_1514.jpg (blue).jpg	136.717
13	IMG_1514.jpg (blue).jpg	114.593
14	IMG_1514.jpg (blue).jpg	82.120
15	IMG_1514.jpg (blue).jpg	132.844
16	IMG_1514.jpg (blue).jpg	110.467
17	IMG_1514.jpg (blue).jpg	110.542
18	IMG_1514.jpg (blue).jpg	131.081
19	IMG_1514.jpg (blue).jpg	70.568
20	IMG_1514.jpg (blue).jpg	118.058
21	IMG_1514.jpg (blue).jpg	128.895
22	IMG_1514.jpg (blue).jpg	95.259
23	IMG_1514.jpg (blue).jpg	108.336
24	IMG_1514.jpg (blue).jpg	107.547
25	IMG_1514.jpg (blue).jpg	50.540
