 	Label	Area
1	P1120237.JPG (blue).jpg	153.911
2	P1120237.JPG (blue).jpg	210.531
3	P1120237.JPG (blue).jpg	184.943
4	P1120237.JPG (blue).jpg	173.817
5	P1120237.JPG (blue).jpg	189.766
6	P1120237.JPG (blue).jpg	210.324
7	P1120237.JPG (blue).jpg	470.365
8	P1120237.JPG (blue).jpg	176.066
9	P1120237.JPG (blue).jpg	148.185
10	P1120237.JPG (blue).jpg	222.159
11	P1120237.JPG (blue).jpg	212.121
12	P1120237.JPG (blue).jpg	135.151
13	P1120237.JPG (blue).jpg	204.147
14	P1120237.JPG (blue).jpg	50.776
15	P1120237.JPG (blue).jpg	112.226
16	P1120237.JPG (blue).jpg	5.400
17	P1120237.JPG (blue).jpg	67.812
18	P1120237.JPG (blue).jpg	88.236
19	P1120237.JPG (blue).jpg	97.202
20	P1120237.JPG (blue).jpg	12.790
21	P1120237.JPG (blue).jpg	23.420
22	P1120237.JPG (blue).jpg	64.742
23	P1120237.JPG (blue).jpg	22.362
24	P1120237.JPG (blue).jpg	92.808
25	P1120237.JPG (blue).jpg	74.877
26	P1120237.JPG (blue).jpg	35.456
27	P1120237.JPG (blue).jpg	131.859
28	P1120237.JPG (blue).jpg	46.419
29	P1120237.JPG (blue).jpg	55.029
30	P1120237.JPG (blue).jpg	52.315
31	P1120237.JPG (blue).jpg	116.620
32	P1120237.JPG (blue).jpg	2.323
33	P1120237.JPG (blue).jpg	5.629
34	P1120237.JPG (blue).jpg	8.847
35	P1120237.JPG (blue).jpg	7.183
36	P1120237.JPG (blue).jpg	1.295
