 	Label	Area
1	P1120506.jpg	2084.397
2	P1120506.jpg	1730.544
3	P1120506.jpg	1154.040
4	P1120506.jpg	1874.656
5	P1120506.jpg	1225.747
6	P1120506.jpg	1798.776
7	P1120506.jpg	191.683
8	P1120506.jpg	1802.513
9	P1120506.jpg	2358.459
10	P1120506.jpg	130.445
11	P1120506.jpg	156.441
12	P1120506.jpg	183.629
13	P1120506.jpg	2275.295
14	P1120506.jpg	2069.116
15	P1120506.jpg	129.238
16	P1120506.jpg	990.490
17	P1120506.jpg	59.014
18	P1120506.jpg	110.235
19	P1120506.jpg	118.624
20	P1120506.jpg	341.654
21	P1120506.jpg	140.695
22	P1120506.jpg	37.147
23	P1120506.jpg	29.398
24	P1120506.jpg	40.564
25	P1120506.jpg	104.856
