 	Label	Area
1	P1120353.JPG (blue).jpg	1267.547
2	P1120353.JPG (blue).jpg	512.420
3	P1120353.JPG (blue).jpg	689.946
4	P1120353.JPG (blue).jpg	1429.003
5	P1120353.JPG (blue).jpg	1209.796
6	P1120353.JPG (blue).jpg	1460.456
7	P1120353.JPG (blue).jpg	1470.840
8	P1120353.JPG (blue).jpg	737.720
9	P1120353.JPG (blue).jpg	2384.042
10	P1120353.JPG (blue).jpg	1077.303
11	P1120356.JPG (blue).jpg	728.252
12	P1120356.JPG (blue).jpg	211.810
13	P1120356.JPG (blue).jpg	554.892
14	P1120356.JPG (blue).jpg	95.128
15	P1120356.JPG (blue).jpg	821.644
16	P1120356.JPG (blue).jpg	969.401
17	P1120356.JPG (blue).jpg	584.912
18	P1120356.JPG (blue).jpg	247.739
19	P1120356.JPG (blue).jpg	101.370
20	P1120356.JPG (blue).jpg	456.841
21	P1120356.JPG (blue).jpg	560.801
22	P1120359.JPG (blue).jpg	1170.290
23	P1120361.JPG (blue):0375-0511	675.397
24	P1120361.JPG (blue):1869-1054-1	331.102
25	P1120361.JPG (blue).jpg	675.397
26	P1120361.JPG (blue).jpg	613.479
27	P1120361.JPG (blue).jpg	508.768
28	P1120361.JPG (blue).jpg	372.181
29	P1120361.JPG (blue).jpg	498.194
30	P1120361.JPG (blue).jpg	385.291
31	P1120361.JPG (blue).jpg	669.039
32	P1120361.JPG (blue).jpg	320.048
33	P1120361.JPG (blue).jpg	177.696
34	P1120361.JPG (blue).jpg	566.349
35	P1120361.JPG (blue).jpg	311.470
36	P1120361.JPG (blue).jpg	91.601
37	P1120361.JPG (blue).jpg	31.522
38	P1120361.JPG (blue).jpg	331.102
39	P1120361.JPG (blue).jpg	53.955
40	P1120361.JPG (blue).jpg	74.228
41	P1120363.JPG (blue).jpg	445.169
42	P1120363.JPG (blue).jpg	683.312
43	P1120363.JPG (blue).jpg	516.764
44	P1120363.JPG (blue).jpg	487.831
45	P1120363.JPG (blue).jpg	1140.081
46	P1120363.JPG (blue).jpg	361.614
47	P1120363.JPG (blue).jpg	263.400
48	P1120363.JPG (blue).jpg	1002.780
49	P1120363.JPG (blue).jpg	387.028
50	P1120363.JPG (blue).jpg	602.651
51	P1120363.JPG (blue).jpg	251.886
52	P1120363.JPG (blue).jpg	343.083
53	P1120363.JPG (blue).jpg	203.428
54	P1120363.JPG (blue).jpg	193.408
55	P1120363.JPG (blue).jpg	595.994
56	P1120363.JPG (blue).jpg	1288.614
57	P1120363.JPG (blue).jpg	575.962
58	P1120363.JPG (blue).jpg	865.613
59	P1120363.JPG (blue).jpg	571.112
60	P1120364.JPG (blue).jpg	597.741
61	P1120364.JPG (blue).jpg	293.754
62	P1120364.JPG (blue).jpg	712.039
63	P1120366.JPG (blue).jpg	1015.001
64	P1120366.JPG (blue).jpg	191.165
65	P1120366.JPG (blue).jpg	509.999
66	P1120366.JPG (blue).jpg	1178.675
67	P1120366.JPG (blue).jpg	680.993
68	P1120366.JPG (blue).jpg	231.509
69	P1120366.JPG (blue).jpg	571.480
70	P1120366.JPG (blue).jpg	915.202
71	P1120366.JPG (blue).jpg	2297.324
72	P1120366.JPG (blue).jpg	722.958
73	P1120366.JPG (blue).jpg	1082.189
74	P1120366.JPG (blue).jpg	922.496
75	P1120366.JPG (blue).jpg	657.235
76	P1120366.JPG (blue).jpg	1195.840
77	P1120366.JPG (blue).jpg	774.813
78	P1120366.JPG (blue).jpg	784.439
79	P1120366.JPG (blue).jpg	1015.001
80	P1120366.JPG (blue).jpg	191.165
81	P1120366.JPG (blue).jpg	507.694
82	P1120366.JPG (blue).jpg	1178.675
83	P1120366.JPG (blue).jpg	680.572
84	P1120366.JPG (blue).jpg	231.509
85	P1120366.JPG (blue).jpg	571.480
86	P1120366.JPG (blue).jpg	913.659
87	P1120366.JPG (blue).jpg	2295.422
88	P1120366.JPG (blue).jpg	718.777
89	P1120366.JPG (blue).jpg	1068.452
90	P1120366.JPG (blue).jpg	488.696
91	P1120366.JPG (blue).jpg	407.842
92	P1120366.JPG (blue).jpg	657.235
93	P1120366.JPG (blue).jpg	1169.706
94	P1120366.JPG (blue).jpg	772.595
95	P1120366.JPG (blue).jpg	747.154
96	P1120368.JPG (blue).jpg	2110.484
97	P1120368.JPG (blue).jpg	1459.898
98	P1120368.JPG (blue).jpg	260.904
99	P1120368.JPG (blue).jpg	543.507
100	P1120368.JPG (blue).jpg	610.863
101	P1120368.JPG (blue).jpg	545.445
102	P1120368.JPG (blue).jpg	475.110
103	P1120368.JPG (blue).jpg	383.117
104	P1120368.JPG (blue).jpg	341.207
105	P1120368.JPG (blue).jpg	725.621
106	P1120368.JPG (blue).jpg	601.319
107	P1120368.JPG (blue).jpg	1150.319
108	P1120368.JPG (blue).jpg	339.774
109	P1120368.JPG (blue).jpg	441.376
110	P1120368.JPG (blue).jpg	468.104
111	P1120370.JPG (blue).jpg	1769.285
112	P1120370.JPG (blue).jpg	1257.622
113	P1120370.JPG (blue).jpg	372.080
114	P1120370.JPG (blue).jpg	673.811
115	P1120370.JPG (blue).jpg	417.072
116	P1120370.JPG (blue).jpg	114.202
117	P1120370.JPG (blue).jpg	395.575
118	P1120370.JPG (blue).jpg	1192.008
119	P1120371.JPG (blue).jpg	1858.859
120	P1120371.JPG (blue).jpg	1858.939
121	P1120371.JPG (blue).jpg	1864.201
