 	Label	Area
1	P1120343.JPG (blue).jpg	2069.875
2	P1120343.JPG (blue).jpg	1397.889
3	P1120343.JPG (blue).jpg	1544.983
4	P1120343.JPG (blue).jpg	1840.877
5	P1120343.JPG (blue).jpg	1314.446
6	P1120343.JPG (blue).jpg	344.028
7	P1120343.JPG (blue).jpg	2297.934
8	P1120343.JPG (blue).jpg	760.837
9	P1120344.JPG (blue).jpg	1042.670
10	P1120344.JPG (blue).jpg	533.182
11	P1120344.JPG (blue).jpg	1417.377
12	P1120344.JPG (blue).jpg	644.106
13	P1120344.JPG (blue).jpg	64.993
14	P1120344.JPG (blue).jpg	35.712
15	P1120344.JPG (blue).jpg	1042.670
16	P1120344.JPG (blue).jpg	533.182
17	P1120344.JPG (blue).jpg	1417.377
18	P1120344.JPG (blue).jpg	644.106
19	P1120344.JPG (blue).jpg	64.993
20	P1120349.JPG (blue).jpg	2040.786
21	P1120349.JPG (blue).jpg	1382.653
22	P1120349.JPG (blue).jpg	2342.368
23	P1120349.JPG (blue).jpg	2224.667
24	P1120349.JPG (blue).jpg	591.004
25	P1120349.JPG (blue).jpg	1048.098
26	P1120349.JPG (blue).jpg	1949.248
27	P1120349.JPG (blue).jpg	613.394
28	P1120349.JPG (blue).jpg	756.141
29	P1120349.JPG (blue).jpg	1500.806
30	P1120350.JPG (blue).jpg	1199.863
31	P1120350.JPG (blue).jpg	792.749
32	P1120350.JPG (blue).jpg	509.292
33	P1120350.JPG (blue).jpg	662.126
34	P1120350.JPG (blue).jpg	114.176
35	P1120350.JPG (blue).jpg	743.049
36	P1120350.JPG (blue).jpg	1681.860
37	P1120350.JPG (blue).jpg	2100.591
38	P1120350.JPG (blue).jpg	568.780
39	P1120350.JPG (blue).jpg	1224.419
40	P1120351.JPG (blue).jpg	921.344
