 	Label	Area
1	P1120322.JPG (blue).jpg	98.825
2	P1120322.JPG (blue).jpg	115.306
3	P1120322.JPG (blue).jpg	112.557
4	P1120322.JPG (blue).jpg	116.082
5	P1120322.JPG (blue).jpg	131.594
6	P1120322.JPG (blue).jpg	130.418
7	P1120322.JPG (blue).jpg	113.592
8	P1120322.JPG (blue).jpg	108.544
9	P1120322.JPG (blue).jpg	118.913
10	P1120322.JPG (blue).jpg	122.900
11	P1120322.JPG (blue).jpg	134.222
12	P1120322.JPG (blue).jpg	110.700
13	P1120322.JPG (blue).jpg	74.350
14	P1120322.JPG (blue).jpg	88.786
15	P1120322.JPG (blue).jpg	101.544
16	P1120322.JPG (blue).jpg	118.989
17	P1120322.JPG (blue).jpg	74.522
18	P1120322.JPG (blue).jpg	91.901
19	P1120322.JPG (blue).jpg	86.783
20	P1120322.JPG (blue).jpg	88.852
