 	Label	Area
1	IMG_3727_1024.jpg	122.911
2	IMG_3727_1024.jpg	79.272
3	IMG_3727_1024.jpg	340.554
4	IMG_3727_1024.jpg	70.830
5	IMG_3727_1024.jpg	86.070
6	IMG_3727_1024.jpg	150.102
7	IMG_3727_1024.jpg	63.593
8	IMG_3727_1024.jpg	27.959
9	IMG_3727_1024.jpg	87.386
10	IMG_3727_1024.jpg	72.913
11	IMG_3727_1024.jpg	77.189
12	IMG_3727_1024.jpg	22.587
13	IMG_3727_1024.jpg	68.198
14	IMG_3727_1024.jpg	34.867
15	IMG_3727_1024.jpg	21.490
16	IMG_3727_1024.jpg	32.126
17	IMG_3727_1024.jpg	48.791
18	IMG_3727_1024.jpg	30.700
19	IMG_3727_1024.jpg	262.926
20	IMG_3727_1024.jpg	57.673
21	IMG_3727_1024.jpg	392.305
22	IMG_3727_1024.jpg	68.089
23	IMG_3727_1024.jpg	26.424
24	IMG_3727_1024.jpg	23.793
25	IMG_3727_1024.jpg	74.448
26	IMG_3727_1024.jpg	23.793
27	IMG_3727_1024.jpg	27.850
28	IMG_3727_1024.jpg	237.927
29	IMG_3727_1024.jpg	61.620
30	IMG_3727_1024.jpg	47.037
31	IMG_3727_1024.jpg	30.700
32	IMG_3727_1024.jpg	48.682
33	IMG_3727_1024.jpg	49.011
34	IMG_3727_1024.jpg	55.260
35	IMG_3727_1024.jpg	29.933
36	IMG_3727_1024.jpg	41.336
