	Label	Area
1	P1120391.JPG	101.646
2	P1120391.JPG	67.903
3	P1120391.JPG	104.71
4	P1120391.JPG	64.785
5	P1120391.JPG	96.077
6	P1120391.JPG	67.673
7	P1120391.JPG	58.92
8	P1120391.JPG	105.607
9	P1120391.JPG	65.955
10	P1120391.JPG	90.114
11	P1120391.JPG	65.944
12	P1120391.JPG	97.445
13	P1120391.JPG	91.591
14	P1120391.JPG	86.766
15	P1120391.JPG	95.782
16	P1120391.JPG	94.141
17	P1120391.JPG	99.228
18	P1120391.JPG	89.666
19	P1120391.JPG	103.944
20	P1120392.JPG	99.403
21	P1120392.JPG	112.565
22	P1120392.JPG	105.322
23	P1120392.JPG	105.734
24	P1120392.JPG	86.708
25	P1120392.JPG	89.144
26	P1120392.JPG	120.42
27	P1120392.JPG	62.575
28	P1120392.JPG	72.555
29	P1120392.JPG	48.967
30	P1120392.JPG	118.229
31	P1120392.JPG	39.12
32	P1120392.JPG	104.465
33	P1120392.JPG	59.659
34	P1120392.JPG	116.871
35	P1120392.JPG	54.808
36	P1120392.JPG	35.671
37	P1120392.JPG	83.792
38	P1120392.JPG	78.018
39	P1120392.JPG	62.04
40	P1120392.JPG	81.367
41	P1120392.JPG	52.06
42	P1120392.JPG	43.382
43	P1120392.JPG	80.911
44	P1120393.JPG	72.396
45	P1120393.JPG	64.04
46	P1120393.JPG	61.757
47	P1120393.JPG	62.721
48	P1120393.JPG	60.93
49	P1120393.JPG	52.811
50	P1120393.JPG	31.523
51	P1120393.JPG	66.786
52	P1120393.JPG	65.566
53	P1120393.JPG	74.876
54	P1120393.JPG	53.962
55	P1120393.JPG	70.152
56	P1120393.JPG	65.457
57	P1120393.JPG	54.287
58	P1120393.JPG	62.092
59	P1120393.JPG	83.783
60	P1120393.JPG	66.934
61	P1120393.JPG	80.004
62	P1120393.JPG	82.553
63	P1120393.JPG	52.368
64	P1120393.JPG	73.547
65	P1120393.JPG	61.324
66	P1120393.JPG	65.635
67	P1120393.JPG	63.647
68	P1120393.JPG	62.269
69	P1120393.JPG	70.083
70	P1120393.JPG	53.657
71	P1120393.JPG	49.268
72	P1120393.JPG	71.067
73	P1120393.JPG	49.917
74	P1120393.JPG	81.066
75	P1120393.JPG	79.59
76	P1120393.JPG	53.185
77	P1120395.JPG	89.937
78	P1120395.JPG	101.901
79	P1120395.JPG	101.91
80	P1120395.JPG	40.975
81	P1120395.JPG	97.507
82	P1120395.JPG	89.981
83	P1120395.JPG	91.39
84	P1120395.JPG	57.385
85	P1120397.JPG	44.714
86	P1120397.JPG	39.422
87	P1120397.JPG	40.874
88	P1120397.JPG	37.225
89	P1120397.JPG	53.594
90	P1120397.JPG	38.041
91	P1120397.JPG	49.673
92	P1120397.JPG	54.098
93	P1120397.JPG	46.468
94	P1120397.JPG	40.501
95	P1120397.JPG	44.089
96	P1120397.JPG	33.193
97	P1120397.JPG	30.895
98	P1120397.JPG	24.998
99	P1120397.JPG	32.114
100	P1120397.JPG	46.226
101	P1120397.JPG	39.896
102	P1120397.JPG	46.327
103	P1120397.JPG	46.035
104	P1120397.JPG	44.956
105	P1120397.JPG	40.45
106	P1120397.JPG	58.624
1	P1120398.JPG	87.42
2	P1120398.JPG	38.052
3	P1120398.JPG	51.289
4	P1120398.JPG	97.424
5	P1120398.JPG	35.522
6	P1120398.JPG	66.027
7	P1120398.JPG	78.739
8	P1120398.JPG	67.329
9	P1120398.JPG	65.691
10	P1120398.JPG	81.479
11	P1120398.JPG	73.155
12	P1120398.JPG	73.05
13	P1120398.JPG	34.945
14	P1120398.JPG	95.398
15	P1120398.JPG	76.64
16	P1120398.JPG	77.941
17	P1120398.JPG	59.519
